SName,Lyric,Artist,Songs,Popularity,Genre,Genres
Poeta do Morro,"Eu sou poeta lá do morro. E foi assim que Deus me fez. Cantando samba a noite inteira. Eu sou mais forte. Eu sou mais gente. Eu sou um rei. Eu sou a pura melodia. Que é feita de amor e alegria. Sou eu que enfeita a cidade. Com a poesia. Eu desço do morro pro asfalto. Malandro não tem salto alto. Eu desço do morro pro asfalto. Malandro não tem salto alto. Eu desço pra ver, perceber. Muita gente não vê",Luiz Melodia,155,1,Samba,MPB; Samba; Romântico; Blues; Bossa Nova; Rock
Cilada,Êh mulher. Me comovi com sua história. Na qual se perdeu na vida. Tão decidida. Querendo se encontrar. Sem ninguém pra acreditar. Êh mulher. No início foi seu lado humano. Fui aos poucos me entregando. Me apaixonando. Então foi pra valer. Que eu te fiz meu bem querer. Mas de repente eu vi. Que só palavras sentimentos não te faziam mais feliz. Seu sorriso se escondeu. Seu olhar entristeceu. Eu me indaguei. Foi onde errei. Éh desde que conheceu. Alguém que teve alguma sorte a mais na vida do que eu. Seu sorriso então voltou. Seu olhar então brilhou. Sem hesitar. Me abandonou. Quem te viu na madrugada perdida. Dando origem a uma virada em sua vida. Pra você o amor é nada. Foi tão fingida. Oportunista. Se algum dia eu te encontrar por aí. Não sei bem se vou chorar se vou sorrir. Mas ao ver que se mantém. Longe dos programas. Ficarei feliz,Katinguelê,137,1.7,Samba,Samba; Pagode; Romântico; Instrumental; Chillout; MPB; Black Music
Munduê,"Lá, lá, lá, iá, lá, lá, iá. lá Lá, lá, lá, iá, lá, lá, iá. Lá, lá, lá, iá, lá, lá, iá. lá Lá, lá, lá, iá, lá, lá, iá. Ê, Munduê. Ensina a caminhar. Munduê. Seduz na tua paz. Munduê. Emociona essa canção. Pra despertar. Ê, Munduê. Troveja a tua voz pra acender. Alumia esse pensar. Munduê. Pra pesar o que se é. Pingo de nós. Canto de tocar. Quem vem lá. Água de benzer. Munduê. Sopro que fascina tua sina, o ser. Fenece a disputa inútil da vida. Empolga essa beleza Encanto, irradia. Amor do mesmo chão Mesmo Deus. Grito de um tambor, sim, sinhô. Homem que é da terra. Filho da mesma ﬂor. Chora, chuva, cai e o mundo gira. Empolga essa beleza Encanto, irradia. Vem, hoje é dia de roda. Deixa a criança brincar. Sonho, esperança da vida. Firma o pé no chão. Viva na alegria",Diogo Nogueira,120,4.1,Samba,Samba; MPB; Romântico; Samba Enredo; Pagode; Velha Guarda; Funk; Grunge; Sertanejo; Industrial; Hard Rock; Electronica; Bossa Nova; Gospel/Religioso
Mulher Ideal,"Eu sou aquilo que sou,. E se quiser me mudar. Você vai se arrepender,. Pois foi assim que gostou. Foi desse jeito que amou,. Além do bem e do mal. Sou a mulher ideal. Não adianta fugir,. Não adianta correr,. Me procurar por ai,. Você não vai encontrar. Melhor você se entregar,. Melhor você desistir. O seu lugar é aqui. As loucuras que eu fiz pra te satisfazer. Só pra te ver feliz,. Pra te dar mais prazer. Um banquete de amor que eu quis te oferecer. Sem vergonha e sem medo. Você não entendeu,. Você não deu valor. Você desmereceu,. Minha prova de amor. Mas, se alguém foi vulgar,. Esse alguém não fui eu. Teu desejo pediu,. Meu amor atendeu. De coração tão puro,. Eu mergulhei no escuro. E por mais que procure uma outra igual. Pra você serei sempre a mulher ideal. De coração tão puro,. Eu mergulhei no escuro. E me entreguei como nunca,. Jamais me entreguei. Só eu sei dos limites que ultrapassei. De tanto que eu te amei",Alcione,374,5.1,Samba,Samba; Romântico; MPB; Pagode; Axé; Bossa Nova; Forró; Velha Guarda; Samba Enredo; Disco; Pop; Piano Rock; Trilha Sonora; Heavy Metal; Electronica; Black Music; Sertanejo; Jovem Guarda; Gospel/Religioso; Blues; Infantil; Hip Hop
Queimando Tudo,"Planet Hemp - Queimando Tudo. . Eu canto assim porque eu fumo maconha. Adivinha quem tá de volta explorando a sua vergonha. Eu sou melhor do microfone, não dou mole pra ninguém. Porque o Planet Hemp ainda gosta da MaryJane. Então por favor, não me trate como um marginal. Se o papo for por aí, já começamos mal. Quer me prender só porque eu fumo Cannabis Sativa. Na cabeça ativa, na cabeça ativa. E isso te incomoda?. Eu falo, penso, grito e isso pra você é foda. A mente aguçada mermão. Eu sei que isso te espanta. Mas eu continuo queimando tudo até a última ponta. Eu continuo queimando tudo até a última ponta. Piso pesado e sinistro como o sol que vem sem dó. Quando eu tô preso em preto como em Daunbailó. Procurando e destruindo falsos MCs. Nocivos como os governantes do nosso país. Minha família quer tudo, como quem não quer nada. O estilo é livre, ninguém pode pará-la. Nada mais, nada menos, é, eu tô sabendo. Black Alien vai rimando, queimando, sobrevivendo. Se é o caso, queimo a casa e me livro do rato. Negozinho, se liga que eu não vou deixar barato. Então D2 "" Qualé "",O que você me conta?. Eu continuo queimando tudo até a última ponta.... Até a última ponta!Eu continuo queimando tudo até a última. ponta!. Olhe pra mim, veja as pupilas dilatadas. É a mente trabalhando, eu não vou te fazer nada. Sinta os efeitos da fumaça sonora, e não se esqueça. Planet Hemp, fazendo a sua cabeça. M-A-R-C-E-L-O, Marcelo D2, na lata sem dó. Dedo amarelo, enfumaçado e o pensamento longe. Mas eu continuo queimando tudo como Chech e Chong. Não adianta armadilha, mermão, eu não caio. E muito menos cabeça de pobre é pára-raio. A mente aguçada, mermão, eu sei que isso te espanta. Mas eu continuo queimando tudo até a última ponta. Eu continuo queimando tudo até a última ponta",Marcelo D2,115,4.6,Samba,Hip Hop; Rap; Samba; Rock; Black Music; Reggae; Funk; Folk; Gospel/Religioso; Forró; Sertanejo; Pagode
Descendo o Morro,Vou descendo o morro. Vou com a minha viola. Vou para o asfalto. Para defender a minha escola. Com a minha viola. Eu vou todo prosa. A minha escola. É harmoniosa. Vou defender. O meu samba no asfalto. Vou levar minha viola. Pra não dar um tom mais alto,Almir Guineto,66,1.2,Samba,Samba; Pagode; Velha Guarda; Axé; Dance; MPB
"Eu Você, Você Eu","Meu amor. Essa noite eu sonhei com você. Um estranho sonho bom. No sonhar desencarnei. E no além me travesti. Mulher. Não uma qualquer. Ser especial. Pra uma relação de anel. Pas n´importe laquelle. Un être spécial. Pour une relation d´alliance. Lá no céu tive um alguém. Que por mim se apaixonou. Gamei. Ele era um você eu. E eu era um eu você. Também. Retornei. Como quem reencarnou em si. Despertei atônito a pensar. No amor, no céu e no inferno. Descobri. Que o depois será uma coisa boa. Que o nosso amor será eterno. E que nos somos uma só pessoa. J'ai découvert. Que l´après sera une bonne chose. Que notre amour sera éternel. Que nous sommes une unique personne. Eu você, você eu, só um...",Martinho da Vila,217,5.6,Samba,Samba; Samba Enredo; Axé; Forró; Bossa Nova; Instrumental; Jovem Guarda; Pagode; Jazz; Classic Rock; Tropical House; World Music; Reggae; Hip Hop; Funk; Black Music; Funk Carioca; Gospel/Religioso; Infantil; Dance; MPB
Conta Comigo,"Se um dia precisar. Tô junto com você. Se for pra conversar. Se for só pra beber. Se quer desabafar. Não tem porque temer. Sabe que pode contar comigo. Também sou de fechar. Pro que der e vier. Pra tudo que faltar. Se o papo for mulher. Não tem porque chorar. E nem perder a fé. Sabe que também conta comigo. Quem tem Deus no coração. Encontra luz em meio à escuridão. Quem tem a virtude do perdão. É na verdade um verdadeiro irmão. Pra você eu conto tudo. Bom saber que nesse mundo. Tem você. Somos um, na trajetória. Já vivi tantas histórias. Com você",Bom Gosto,88,3,Samba,Samba
É Porque Te Amo Tanto,Meu caminho vou seguindo. Sei de onde vir e pra onde vou. Cada momento que vou vivendo sinto mais do teu amor. Te sentir cada momento e ter contigo comunhão. Sentir fluir o teu Espírito. Não dá pra conter tanta emoção. Cada dia é mais teu meu coração. Se eu falo de Amor é porque te Amo. Se eu sinto esse Amor sempre aumentando. É porque te Amo tanto e contigo aprendi a Amar,Reinaldo,93,2.5,Samba,Samba; Pagode; Romântico; Black Music; Gospel/Religioso; Axé
Desabafo,"Deixa, deixa, deixa eu dizer. o que penso dessa vida. preciso demais desabafar. eu já falei que tenho algo a dizer e disse. que falador passa mal e você me disse. que cada um vai colher o que plantou. porque raiz sem alma, como o flip falou, é triste. a minha busca na batida perfeita. sei que nem tudo tá certo, mas com calma se ajeita. por um mundo melhor eu mantenho minha fé. menos desigualdade, menos tiro no pé. andam dizendo que o bem vence o mal. por aqui vou torcendo pra chegar no final. é, quanto mais fé, mais religião. a mão que mata, reza, reza ou mata em vão, hein?. me contam coisas como se fossem corpos. ou realmente são corpos todas aquelas coisas?. deixa pra lá eu devo ta viajando. enquanto eu falo besteira nego vai se matando, então. deixa, deixa, deixa eu dizer. o que penso dessa vida. preciso demais desabafar. ok, então vamos lá, diz. tu quer a paz, eu quero também. mas o estado não tem direito de matar ninguém. aqui não tem pena de morte, mas segue o pensamento. o desejo de matar de um capitão nascimento. que sem treinamento se mostra incompetente. o cidadão por outro lado se diz impotente, mas. a impotência não é uma escolha também. de assumir a própria responsabilidade, hein?. que você tem em mente? se é que tem algo em mente. porque a bala vai acabar ricocheteando na gente. grandes planos, paparazzo demais. o que vale é o que você tem, e não o que você faz. celebridade é artista, artista que não faz arte. lava mão como pilatos achando que já fez sua parte. deixa pra lá, eu devo tá viajando. enquanto eu falo besteira nego vai se matando, então. deixa, deixa, deixa eu dizer. o que penso dessa vida. preciso demais desabafar. deixa, deixa, deixa eu dizer. o que penso dessa vida. preciso demais desabafar",Maria Rita,140,2.8,Samba,Bossa Nova; Samba; MPB; Pop; Trilha Sonora; Romântico; Sertanejo; Pagode; Jazz; Black Music
Filho do Dono,"Eu não sou dono do mundo. mas filho do dono do mundo eu sou. em nome do Pai e do Espírito Santo. me sinto feliz louvando meu Senhor. muito tempo eu vivi neste mundo perdido dentro do pecado. só que meu Pai me tocou e perdoou tudo que eu fiz de errado. Deus é pai não padrasto, é amor e justiça também. só que a justiça dos homens é cega. mas a do meu Deus enxerga muito bem. se entregue a Jesus meu irmão, se você quer ser feliz. e também vá prestando atenção. nas palavras sagradas que a Bíblia diz",Bezerra da Silva,292,2.9,Samba,Pagode; Samba; MPB; Instrumental; Axé; Heavy Metal; Blues; Black Music; Electro Swing; Bossa Nova; Soft Rock; Funk Carioca; Country
Batuque No Quintal,"Que samba é esse que me faz cantar. Que samba é esse queme faz sambar. Que samba é esse que me faz romper a aurora. Que samba é esse que deixa encantar. Que samba é esse trazendo o luar. Que samba é esse de estrelas no céu lá fora. Que samba é esse. Que tira da gente. A inspiração pra viver. Levanta poeira. Bota pra ferver. Que samba é esse. Que traz poesia. Alegria e versos de amor. Vem sambar senhora,. Samba sim sinhô. Tem batuque eu vou,. Vou pro samba. Samba no quintal. Que é de bamba. Que samba é esse que. Me faz cantar. Que samba é esse que. Me faz sambar. Que samba é esse. Que me faz romper a aurora. Que samba é esse. Que deixa encantar. Que samba é esse. Trazendo o luar. Que samba é esse. De estrelas no céu lá fora. Que samba é esse. Onde a felicidade. Faz sua morada e matriz. Samba de verdade. Samba de raiz. Que samba é esse. De partido alto. De breque. Ou de samba-canção. Que deixa saudade. Nessa multidão. Tem batuque eu vou,. Vou pro samba. Samba no quintal. Que é de bamba",Fundo de Quintal,315,4.6,Samba,Samba; Pagode; Velha Guarda; Romântico; Axé; Samba Enredo; Sertanejo; Hip Hop; MPB
Grande Deus,"Deus,. Grande Deus. Meu destino bem sei. Foi traçado pelos dedos teus. Grande Deus. De joelhos aqui eu voltei para te implorar. Perdoai-me. Sei que errei um dia. Oh! Perdoai-me pelo nome de Maria. Que nunca mais direi o que não devia. Eu errei, grande Deus. Mas quem é que não erra. Quando vê seu castelo cair sobre. a terra. Julguei Senhor, daquele sonho. Eu jamais despertaria. Se errei, perdoai-me. Pelo amor de Maria",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Boca de Sapo,"Costurou na boca do sapo. um resto de angu. A sobra do prato que o pato deixou.. Depois deu de rir feito Exu Caveira:. marido infiel vai levar rasteira. Bis. E amarrou as pernas do sapo. com a guia de vidro. que ele pensava que tinha perdido.. Depois deu de rir feito Exu Caveira:. marido infiel vai levar rasteira. Bis. Tu tá branco, Honorato, que nem cal,. murcho feito o sapo, Honorato,. no quintal.. Do teu riso, Honorato, nem sinal.. Se o sapo dança, Honorato,. tu, babau.. Definhou e acordou com um sonho. contando a mandinga,. e falou pra doida: meu santo me vinga.. Mas ela se riu feito Exu Caveira:. marido infiel vai levar rasteira. Bis. E implorou: ""Patroa, perdoa.. Eu quero viver.. Afasta meus olhos de Obaluaiê"".. Mas ela se riu feito Exu Caveira:. marido infiel vai levar rasteira. Bis. Tás virando, Honorato, varapau,. seco feito o sapo, Honorato,. no quintal.. Figa, reza, Honorato, o escambau.. nada salva o sapo, Honorato,. Desse mal",Zeca Pagodinho,309,13.2,Samba,Samba; Pagode; Bossa Nova; MPB; Jovem Guarda; Black Music; Chillout; Electronica; Axé; Funk; Trilha Sonora; Emocore; Country; Trance; Kizomba; Pop/Rock; Pop; Velha Guarda; Samba Enredo; Reggae; Sertanejo; Gospel/Religioso; Funk Carioca; Dance
Tem Nada Não,"Tem nada não. Eu vi rosa e não vi raiz. Quem vê cara não vê coração. A dois palmos do nariz. Tem nada não. Quem faz mal. Cedo ou tarde padece. No final tem a dor que merece. Pois o bem é jurado e é juiz. O que há de ser será. Pode crer ele volta com tudo lá. Mas o que eu prometi eu não mudo. De que a porta fechada ele verá. Ó meu irmão. O amor que toda gente quer. Corre junto pra o que der e vier. Na pior nos faz feliz. Ó meu irmão. Desamor me pegou de surpresa. Sem ataque e também sem defesa. Pôs na mesa as catas que quis. O que há de ser será. Pois eu vou me vingar, rir á beça. Se enfim mantiver a promessa. De que a porta fechada ele verá",Jorge Aragão,168,4.5,Samba,Samba; Pagode; Romântico; MPB; Axé; Velha Guarda; Trilha Sonora; Rap; Dance; R&B; Black Music; Funk; Hard Rock; Instrumental
Oquecêqué?,"Tudo nosso!!!. Oquêcêque??. Tudo nosso!!!. Oquêcêque??. Eu ligo a tv até mesmo ouvindo o rádio,. Só vejo grana mulheres ou neguinho de carro,. Por outro lado nego diz que é ostentação bobagem,. Quanto mais perta da grana mais longe da felicidade,. Tento busca o equilibrio nas coisas,. Gosto das vida simples mas também gostos das boas. Se o bom da vida é o balanço disso,. Se isso é o inferno. Eu quero o paraiso..... Oquêcêque??Me diz o quecê qué parceiro?? Cêqué. dinheiro??. Oquêcêque??Me diz o quecê qué parceiro?? Cêqué. dinheiro??. Eu sou cria da rua e ela me fez assim,. O que é meu eu quero e quero tintim por tintim.... Gosto da sonhadora em qualquer canto da cidade,. Passeio por outros cantos vivo na realidade,. Sou boemio com uma familia pra cria. Que ganha premios, grana. Mas não esquece o lado de lá,. Vou repiti o que o Aragão falo:. Respeito quem soube chega onde a gente chego... Uns querem dinheiro outros só querem emprego,. Eu vou tipo Tim Maia o que eu quero é sossego. Oquêcêque??Vai me diz oquecêqué??. Oquêcêque??Vai me diz oquecêqué??. Oquêcêque?Na real oquecêqué??. O que todo homem qué numa mulher,. Uma parceira na rua, uma dama,. Mas que também seja uma daquelas na cama,. Bota a mão e senti que ela tem um Bug Ug que não perde. pra ninguém,. O que todo mundo pracura numa relação,. Uhhhmmm...Não sei não. Oquêcêque??Vai me diz oquecêqué??. Oquêcêque??Vai me diz oquecêqué Nego??. Quando ela rebola sei que ela adora,. Da vontade de botar o que sinto pra fora,. Todo mundo quer a tal da felicidade,. Eu sei que a carne é fraca mas vale a de verdade,. Nunca sei o que ela quer mas sei o que quero fazer,. Sei o que quero mas é difícil fazer,. Quando a gente quer muito vai com sede e se arrebenta,. Se da mole a gente perde não é 8 nem 80,. às vezes a gente tem o que quer na mão,. Só feche os olhos e abre a mente e sinta seu coração,. Oquêcêque??Vai me diz oquecêqué??. Oquêcêque??Vai me diz oquecêqué Nego??. Tudo nosso!!!. Oquêcêque??. Tudo nosso!!!. Oquêcêque??",Marcelo D2,115,4.6,Samba,Hip Hop; Rap; Samba; Rock; Black Music; Reggae; Funk; Folk; Gospel/Religioso; Forró; Sertanejo; Pagode
Papai do Céu,"Ah, meu amor ninguém vai te amar como eu. Amei e te dizer te amo. Basta meus olhos para te conquistar. Basta o meu corpo pra te agarrar. Basta um tudo de nada. Ninguém vai te amar, te amar, te amar... Ah , meu amor. Papai do céu me mandou, pra te fazer feliz. Assim, assim ó meu amor, venha calar. Minha dor, quero que seja assim. Assim. assim ó meu amor, amor. Ah meu amor",Art Popular,184,3.2,Samba,Pagode; Samba; Romântico; Dance; Pop; Hip Hop; Power-Pop; Hard Rock; Bossa Nova; Rap; Trilha Sonora; Sertanejo
Se Prepare Pra Sofrer,"Nunca mais eu vou chorar. Nunca mais vou me prender. Quem quiser gostar de mim. Se prepare pra sofrer. Sofri, mas o meu coração aprendeu. Nem sempre a gente acerta no amor. Como no jogo todo mundo já perdeu. O tempo nos ensina coisas que eu não sei falar. Palavras confusas já sei decifrar. A vida é uma escola. Cada dia que passa eu aprendo mais. Chove, chuva, derrama alegria em mim. Encontrei a liberdade. Eu só penso em ser feliz. Nunca mais eu vou chorar. Nunca mais vou me prender. Quem quiser gostar de mim. Se prepare pra sofrer. Sofri, mas o meu coração aprendeu. Nem sempre a gente acerta no amor. Como no jogo todo mundo já perdeu. O tempo nos ensina coisas que eu não sei falar. Palavras confusas já sei decifrar. A vida é uma escola. Cada dia que passa eu aprendo mais. Chove, chuva, derrama alegria em mim. Encontrei a liberdade. Eu só penso em ser feliz. Nunca mais eu vou chorar. Nunca mais vou me prender. Quem quiser gostar de mim. Se prepare pra sofrer",Só Pra Contrariar,157,4.7,Samba,Samba; Pagode; Romântico; Gospel/Religioso; Jovem Guarda; Pop; Black Music; Infantil; Funk; Sertanejo; Forró
Foi-se O Que Era Doce,"Me descaderei de tanto xaxá. No bobó de noivado da fia do Ribamar. Vi quando cheguei as moça de lá. Cuzinhando uns inhame com os óio de arrevirá. Buzanfã de flor, chulapa de mel. E a covanca soprando um sussurro descido do céu. Tinha gago, anão, gente de azar. Com a espinhela caída. Pedindo pro inhame estala. Jabaculê, virge, espetacular. Assunto assim às veis é mió calar. Mas des´que eu provei do bobó. Eu to roxo pra comentar. Sanfona, guitarra, batuque, berreiro e veja você. O vira-desvira o caminho da roça e o balance. Inhame e bobó, frango asado, cus-cus e maracujá. Puçanga, cobreiro, retreta, jarguete e tamanduá. Foguete beijando as estrêla e as moça lá. Zé pinguilim, Chico do pincel!. Paqueraro Lazinha que era muié de Xexéu. Serafim três perna resolveu chiá. Pois muié não é farinha que vai pra onde venta. Deu-se um sururú de saculejá. Tudo dando e levando. Enquanto sem se mancar. Pedro gargarejo com a mão no manjar. Preparava um caldinho pra noiva gargareja. Jabaculê,.... Fui acudi um que tava no chão. Tomei uma no ouvido de adevorvê o pirão. Foi um cimitério, foi um carnaval. De paixões confundidas quem é que tira a moral. Pra ser sem-vergonha, basta ser decente. E quem vende saúde, possivelmente é doente. Foi-se o que era doce, ninguém quer contar. Quanto macho afinou-se na festa do Ribamar.",João Bosco,146,1.4,Samba,MPB; Samba; Romântico; Bossa Nova; Clássico; Sertanejo
"O que passou, passou","Intro: F / Fm6 / Em7 / A7 / D7/9 / G7 / C / G7 /. C G7 C. Eu já perfumei o manacá. Gm7 C7 F. Foi um dengo que rolou no ar. Fm6 Em7 A7. O que passou, passou........nem tudo terminou. D7/9 Dm G7. O amor depois da briga........é muito mais amor. C4 C E7/4 E7. A ciranda que eu sem.......pre quis }. Am Gm7 C7. Pra me fazer fé.......Liz }. F Fm6 Em7. Eu fui menino sonhador } BIS / REFRÃO. A7 D7/9. Depois que você se foi }. G7 C G7. Nunca mais fui ninguém, amor }. Cm Fm7. Lhe dei o mar.......pra não lhe ver chorar. Bb7 Eb7+. Num verso doce, beijando na boca, na luz do luar. G7. É de amar !. Cm Cm7 Fm7. Sonhar..........torrente incontida. Cm. A brisa que sopra. G7 C G7. Na aurora da vida o desejo a queimar, a ciranda !...",Almir Guineto,66,1.2,Samba,Samba; Pagode; Velha Guarda; Axé; Dance; MPB
Lucidez,"Por favor.. Não me olhe assim, se não for vou viver só para mim.. Aliás se isso acontecer tanto faz já me fiz por merecer,. Mas cuidado não vá se entregar nosso caso não pode vazar.. É tão bom se querer. Sem saber como vai terminar. Onde a Lucidéz se alinhar. Pode deixar. Quando a solidão apertar. Olhe pro lado, olhe pro lado.. Que estarei por lá",Reinaldo,93,2.5,Samba,Samba; Pagode; Romântico; Black Music; Gospel/Religioso; Axé
Maracangalha,Eu vou prá Maracangalha. Eu vou. Eu vou de uniforme branco. Eu vou. Eu vou de chapéu de palha. Eu vou. Eu vou convidar Anália. Eu vou. Se Anália não quiser ir. Eu vou só. Eu vou só. Eu vou só. Se Anália não quiser ir. Eu vou só. Eu vou só. Eu vou só sem Anália. Mas eu vou (3x). Eu vou só (16x),Diogo Nogueira,120,4.1,Samba,Samba; MPB; Romântico; Samba Enredo; Pagode; Velha Guarda; Funk; Grunge; Sertanejo; Industrial; Hard Rock; Electronica; Bossa Nova; Gospel/Religioso
Cigana,Não deixe o tempo acabar com nosso amor. Eu faço tudo e o impossível e você não dá valor. Te amo como um louco. Estou morrendo aos poucos. Você parece estar feliz. Pisando sobre mim. Desesperadamente. Eu choro por você. Meu coração carece do seu amor (do seu amor). Então vem (então vem). Maltrata de vez (maltrata de vez). Estou com saudade e a sua maldade me faz delirar. Te perder. Te perder. Te perder. Eu não vou resistir (eu não vou resistir). Eu vivo sofrendo estou te querendo nasci pra você. Cigana,Raça Negra,280,14.3,Samba,Romântico; Samba; Pagode; Axé; MPB; Regional; House; Hardcore; Sertanejo; Indie; Electronica; Bossa Nova; Pop; K-Pop/K-Rock; Infantil; Trilha Sonora; Black Music; Jovem Guarda; Clássico; Samba Enredo; Dance; Forró
Sem Essa de Malandro Agulha,"(Se eu pudesse eu parava de fingir). Se eu pudesse eu parava de fingir. mas garanto que ia me dar mal. Quando abrisse meu lero meriti. pra contar que sou lá de marechal. eu detesto farofa e parati. o meu sonho é brilhar no futebol. porque vivo durango o ano inteiro. mas afim de bicar o caviar. sou espada sarado e pagodeiro. mando bala se a mina vacilar. nas quebradas do Rio de Janeiro. pega onda quem sabe nadar.... . Malandragem, olha aí eu não sou malandro agulha. pareco tarado por louraça,. na muvuca com molho de mormaço. Mocidade, ando atrás desse tal de meu espaço. vou abrir nessa praia um só pra mim. tem pedaço que é meu no teu pudim",Zeca Pagodinho,309,13.2,Samba,Samba; Pagode; Bossa Nova; MPB; Jovem Guarda; Black Music; Chillout; Electronica; Axé; Funk; Trilha Sonora; Emocore; Country; Trance; Kizomba; Pop/Rock; Pop; Velha Guarda; Samba Enredo; Reggae; Sertanejo; Gospel/Religioso; Funk Carioca; Dance
Pega Eu,"O ladrão foi la em casa quase morreu do coração,. Já pensou se o gatuno tem um infarto malandro,. E morre no meu barracão.... Eu não tenho nada de luxo que possa agradar o ladrão,. Só uma cadeira quebrada, um jornal que é meu colchão,. Eu tenho uma panela de barro, e dois tijolos como um fogão.... O ladrão ficou maluco de ver tanta miséria em cima de um cristão,. E saiu gritando pela rua pega eu que eu sou ladrão,. Pega eu, pega eu que eu sou ladrão, pega eu, pega eu que eu sou ladrão,. Não assalto mais um pobre nem arrombo um barracão, por favor pega eu.... Pega eu, pega eu que eu sou ladrão, pega eu,. Pega eu que eu sou ladrão, lelé da cuca ele está no pinel falando sozinho de bobiação dando soco nas paredes e gritando esse refrão.... (pega eu). Pega eu, pega eu que eu sou ladrão, pega eu, pega eu que eu sou ladrão.... Não assalto mais um pobre e nem arombo um barracão, e olha. O ladrão foi la em casa quase morreu do coração,. O ladrão foi lá em casa quase morreu do coração,. Já pensou se o gatuno tem um infarto malandro e morre no meu barracão,. Eu não tenho nada de luxo qu possa agradar o ladrão,. � so uma cadeira quebrada,. Um jornal que é meu colchão, eu tenho uma panela de barro,. E dois tijolos como um fogão.... O ladrão ficou maluco com tanta miséria em cima de um cristão,. Que saiu gritando pela rua pega eu que eu sou ladrão,. Pega eu, pega eu que eu sou ladrão, pega eu,. Pega eu que eu sou ladrão,. Não assalto mais um pobre nem arrombo um barracão,. Por favor pegue eu...",Marcelo D2,115,4.6,Samba,Hip Hop; Rap; Samba; Rock; Black Music; Reggae; Funk; Folk; Gospel/Religioso; Forró; Sertanejo; Pagode
Mole Que Nem Manteiga,"É hoje, é hoje. É hoje que tô querendo...tô mole que nem manteiga. O sol tá me derretendo.... é hoje!. Tô querendo. e quem não quer. Viver em paz e harmonia. Também fazer treze pontos, sozinho na loteria. Muita gente tem. não quer. Muita gente que não tem. É que tem. poucos com muito. E, muitos sem nem um vintém..... é hoje",Beth Carvalho,250,2.6,Samba,Samba; MPB; Pagode; Bossa Nova; Romântico; Axé; Black Music; Folk; Funk; Dance; Forró
Eu Sou da Pesada,Eu só quero que Deus me ajude. O menino muito mais também. Pois a rosa é uma flor. A flor é uma rosa o menino não é ninguém. olha o menino ui. olha o menino ui ui ui. Passam-se os anos o homem vive feliz. Fazendo guerras e asneiras. Passam-se os anos Deus perde tempo. Fazendo flores e estrelas. olha o menino ui. olha o menino ui ui ui. Eu sou um homem sincero. Porque nasci e cresci vindo livre. Eu sou um homem sincero. Que quero morrer mais sei me viver livre,Jorge Ben Jor,256,3.5,Samba,Samba; MPB; Funk; Jovem Guarda; Soul Music; Romântico; Blues; Bossa Nova; R&B; Infantil; Dance; Black Music; Rock; Tropical House; Country; Pagode; Soft Rock; Trip-Hop; World Music; Psicodelia; Jazz; Axé
Nascido E Mal Pago,"Ninguém passou na vida. O que eu passei, o que eu sofri. Carregando pedra. Lá em Japeri. De ganhar a vida. Só pegando tatuí. De penar na fila. Do pam do Andaraí. Ninguém passou na vida. O que eu passei, o que eu sofri. De ser pensionista do IAPI. De morar com sogra. Aturando ti ti ti. Carregando mala. Descascando abacaxi. Ninguém, ninguém, ninguém. Pode crer, meu compadre, que não tem. Já andei a pé de Del Castilho ao Cachambi. Cheio de saúde fui parar no CTI. Já toquei cuíca pra cantar ""sabor a mi"". Já fui figurante de novela da Tupi. Já fui convidado a fazer harakiri. ninguém vai poder me dizer ""esse filme eu já vi"". (ninguém). Ninguém, ninguém, ninguém. Pode crer, meu compadre, que não tem. Já fui reprovado em concurso pra gari. Até num terreno lá na lua eu investi. Já banquei honesto lá na feira de acari. Ganhei uma mina, só que era travesti. Um psiquiatra me deu zero de QI. Ninguém vai poder me dizer ""esse filme eu já vi"". (ninguém). Já fui enquadrado até na lei de Murici. Fui pegar cipó e me enrosquei na sucuri. Já fui promovido e transferido pro Chuí. Cavalguei em mula no sertão do Piauí. Eu já peguei dengue em mordida de siri. Ninguém vai poder me dizer ""esse filme eu já vi"". (ninguém). Ninguém, ninguém, ninguém. Pode crer, meu compadre, que não tem. . Isabelly Barbosa Pereira,",Zeca Pagodinho,309,13.2,Samba,Samba; Pagode; Bossa Nova; MPB; Jovem Guarda; Black Music; Chillout; Electronica; Axé; Funk; Trilha Sonora; Emocore; Country; Trance; Kizomba; Pop/Rock; Pop; Velha Guarda; Samba Enredo; Reggae; Sertanejo; Gospel/Religioso; Funk Carioca; Dance
