SName,Lyric,Artist,Songs,Popularity,Genre,Genres
P.c.j. (partida Clementina de Jesus),"Não vadeia Clementina,fui feita pra vadiar. Não vadeia Clementina,fui feita pra vadiar (2X). Vou vadiar,vou vadiar,vou vadiar,eu vou(2X). Energia nuclear.o homem subiu a Lua,é o que se ouve falar,. Mas a fome continua.. É o progresso,tia Clementina.. Trouxe tanta confusão,1 litro de gasolina,por 100gramas de feijão.. Não vadeia Clementina.... Cadê o cantar dos passarinhos,. Ar puro não encontro mais não,. É o preço do progresso,paga com poluição.. O homem civilizado,a sociedade é que faz sua imagem.. Mas tem muito diplomado,que é pior do que selvagem.. Não vadeia Clementina...",Clara Nunes,201,3.6,Samba,Samba; MPB; Velha Guarda; Samba Enredo; Romântico; Axé; Forró; Pagode; Bossa Nova; Hard Rock; Clássico; Jovem Guarda; Trilha Sonora; Regional; Chillout; Disco; Pop; Dance; Rap; Folk; Sertanejo; World Music; Surf Music; J-Pop/J-Rock; Black Music; Heavy Metal; Blues; Gospel/Religioso; Gótico
Será Que É Amor,Compositores: Arlindo Cruz - Babi - Jr. Dom. Eu tenho tanto pra te falar. Não sei por onde vou começar. toda hora que eu te vejo. Quase morro de desejo. Acho que é paixão. A timidez tentou me calar. Mas desta vez não posso guardar. Toda hora eu te admiro. Toda hora eu te respiro. Acho que é paixão. Será que é amor. Parece muito mais. Meu anjo minha flor. Minha canção de paz. A luz do teu olhar. Clareia o meu viver. Não posso mais ficar sem você. Não deixa o nosso desejo virar poeira. Um oceano de amor que não pode secar. Minha paixão eu te juro é pra vida inteira. Que você pode usar e abusar de amar,Arlindo Cruz,201,5.2,Samba,Samba; Pagode; Samba Enredo; Romântico; Axé; Reggae; Velha Guarda; Black Music; Forró; Funk
As Lágrimas Deixam As Marcas,As lágrimas deixam as marcas. Muitas incertezas correm em minha mente. E sem querer caminham sem saber onde ir. Não estão sozinhas. Não estão felizes. E quando o dia amanheceu. Tudo pareceu mudar. Mas as lágrimas deixam as marcas. E não há como disfarçar. Você esteve por aqui. Não hoje. Nem amanhã. Mas um dia quando esteve junto a tempestade. Caminhando sozinha. Junto a montanha. Você pareceu estar. Com as nuvens negras e Sabado de solidão.... Entre as luzes do dia você não surgiu. E com vontade de chorar. Por um momento eu estive. E nada acabou. Tudo pareceu mudar. Mas as lágrimas deixam as marcas. E não há como disfarçar. Você esteve por aqui...,Belo,236,14.7,Samba,Romântico; Pagode; Samba; Trilha Sonora; Axé; Funk Carioca; Black Music; Funk; Gospel/Religioso; Sertanejo; Psicodelia; Piano Rock; Soul Music; World Music; Disco; Country; Blues; Pop; Bossa Nova; Hip Hop
Último Vacilo,"Já faz tempo que eu te digo. Esse é seu último vacilo. E no fim eu te perdoo. Quem ama fica meio bobo. Ao ponto de deixar pra la. De engolir suas desculpas. Te livrar da culpa. Deixa só eu te lembrar. Eu te aceitei de volta. Mas amor cansado. Dorme, dorme, dorme. Cai na real eu tô acordando. Cai na real enquanto eu te amo. Não é legal ficar te cobrando. Não espere eu te dar tchau",Jeito Moleque,99,5,Samba,Romântico; Pagode; Samba; Trilha Sonora; Funk Carioca; Disco; Axé; Progressivo; Soul Music; Trance; Grunge; Sertanejo; Hip Hop; Funk
Deixar Você,"Deixar você. Ir. Não vai ser bom. Não vai ser. Bom pra você. Nem melhor pra mim. Pensar que é. Só. Deixar de ver. E acabou. Vai acabar muito pior. Pra que mentir. E. Fingir que o horizonte. Termina ali defronte. E a ponte acaba aqui?. Vamos seguir. Reinventar o espaço. Juntos manter o passo. Não ter cansaço. Não crer no fim. O fim do amor. Oh, não. Alguma dor. Talvez sim. Que a luz nasce na escuridão",Mart'nália,87,1,Samba,Samba; MPB; Bossa Nova; Jazz; Kizomba; Black Music; Axé
Eu Me Separei (Coração Bandido),"Antes de levar pra cama. Todo mundo jura, todo mundo ama. Antes do primeiro beijo. Sempre tem desejo, mas depois engana. Contigo foi ao contrário. Tá no meu diário escrito em pensamento. Que a gente era um casinho de amante. Insignificante, agora é sentimento. Eu tinha outra pessoa. Mas pedi separação. E quero te assumir. Como primeira opção. Larguei meu casamento. Com mais de seis anos e tal. Pra gente se acertar como um casal. E agora você diz que. Tá com medo de sofrer. Que quer correr do jogo pra não se arrepender. Eu juro que não sou mais um canalha traidor. Eu quero te entregar o meu amor. Eu não tô mentindo, eu já tô separado. O que eu quero agora é ficar do seu lado. Eu me separei, eu me aventurei. E agora você tá dizendo que tem que pensar. Eu não tenho mais um coração bandido. Eu mudei de vida pra ficar contigo. Eu me separei, eu me aventurei. E agora você tá dizendo que tem que pensar. Então pensa direito",Nosso Sentimento,101,4.9,Samba,Romântico; Samba; Pagode; Trilha Sonora; Funk; Funk Carioca; Country; Grunge; Surf Music; House; Black Music; Forró
Vence na Vida quem diz Sim,"1ª versão*. ----------. Vence na vida quem diz sim. Vence na vida quem diz sim. Se te dói o corpo. Diz que sim. Torcem mais um pouco. Diz que sim. Se te dão um soco. Diz que sim. Se te deixam louco. Diz que sim. Se te babam no cangote. Mordem o decote. Se te alisam com o chicote. Olha bem pra mim. Vence na vida quem diz sim. Vence na vida quem diz sim. Se te jogam lama. Diz que sim. Pra que tanto drama. Diz que sim. Te deitam na cama. Diz que sim. Se te criam fama. Diz que sim. Se te chamam vagabunda. Montam na cacunda. Se te largam moribunda. Olha bem pra mim. Vence na vida quem diz sim. Vence na vida quem diz sim. Se te cobrem de ouro. Diz que sim. Se te mandam embora. Diz que sim. Se te puxam o saco. Diz que sim. Se te xingam a raça. Diz que sim. Se te incham a barriga. De feto e lombriga. Nem por isso compra a briga. Olha bem pra mim. Vence na vida quem diz sim. Vence na vida quem diz sim. *(Letra vetada pela censura, em disco foi gravada a versão orquestral). . =============================================. . 2ª versão**. ------------. Vence na vida quem diz sim. Vence na vida quem diz sim. Se te dói o corpo. Diz que sim. Torcem mais um pouco. Diz que sim. Se te dão um soco. Diz que sim. Se te deixam louco. Diz que sim. Se te tratam no chicote. Babam no cangote. Baixa o rosto e aprende um mote. Olha em pra mim. Vence na vida quem diz sim. Vence na vida quem diz sim. Se te mandam flores. Diz que sim. Se te dizem horrores. Diz que sim. Mandam pra cozinha. Diz que sim. Chamam pra caminha. Diz que sim. Se te chamam vagabunda. Montam na cacunda. Se te largam moribunda. Olha bem pra mim. Vence na vida quem diz sim. Vence na vida quem diz sim. Se te erguem a taça. Diz que sim. Se te xingam a raça. Diz que sim. Se te chupam a alma. Diz que sim. Se te pedem calma. Diz que sim. Se já estás virando um caco. Vives num buraco. Se és do balacobaco. Olha bem prá mim. Vence na vida quem diz sim. Vence na vida quem diz sim. . ** (Gravação de Nara Leão em 1980). . 1972 © by Cara Nova Editora Musical Ltda.",Chico Buarque,447,14.1,Samba,Bossa Nova; Samba; MPB; Romântico; Samba Enredo; New Age; Blues; Classic Rock; Pop/Rock; Country; Emocore; Rock Alternativo; New Wave; Disco; Funk; Clássico; Axé; Electronica
Garota Nacional,"Aqui!. Nesse mundinho fechado. Ela é incrível. Com seu vestidinho preto. Indefectível. Eu detesto o jeito dela. Mas pensando bem. Ela fecha com meus sonhos. Como ninguém.... Oooooh!. Beat it laun! Daun Daun!. Beat it, loom, dap'n daun. Beat it laun! Daun Daun!. Conhece a ti mesmo. E eu me conheço bem. Sou um qualquer vulgar. Bem, às vezes me esqueço. E finjo que não finjo. Ao ignorar eu sei. Que ela me domina. No primeiro olhar.... Eu quero te provar. Sem mêdo e sem amor. Oh! Oh!. Quero te provar. Por quê?.... Porque ela derrama. Um banquete, um palacete. Um anjo de vestido. Uma libido do cacete. Ela é tão vistosa. Que talvez seja mentira. Quem dera minha cara. Fôsse de sucupira...",Inimigos da HP,97,1,Samba,Samba; Pagode; Romântico; Dance; Axé; Hard Rock; Trance; Hardcore; Hip Hop
Te Procuro,"Te procuro pelas ruas, te procuro no meu quarto. Todo canto onde olho sempre vejo seu retrato. Te procuro até mesmo quando saio pra balada. Até provo outros beijos mas não me dizem nada. Essa falta de você me leva a loucura,. É obsessão que não tem mais cura. Te procuro e não te acho já não sei mais o que faço,. Pra te esquecer. Vou sofrer, vou chorar eu não consigo deixar de te amar. Me cansei de tentar, mas não consigo deixar de te amar. Vou sofrer, vou chorar eu não consigo deixar de te amar. Me cansei de tentar, mas não consigo deixar de te amar",Raça Negra,280,14.3,Samba,Romântico; Samba; Pagode; Axé; MPB; Regional; House; Hardcore; Sertanejo; Indie; Electronica; Bossa Nova; Pop; K-Pop/K-Rock; Infantil; Trilha Sonora; Black Music; Jovem Guarda; Clássico; Samba Enredo; Dance; Forró
Tava na Cara,"Avisado foi, que eu não era facil,. Avisado foi, que mesmo junto tinha. Que ter meu espaço, avisado foi, foi. Mas você achou que eu era um pau mandado,. Um sujeito conformado com as coisas que. Você dizia.. Mas na minha liberdade ninguém mexe,. Foi ai que perceber que tava entrando numa fria.. Tava na cara que você ia dar pra traz,. Não ia aguentar a pressão.... Tchau ...tchau. Tava na cara que você ia perder,. Pode tirar o seu caminhão, sou muita areia. Tava na cara que você ia dar pra traz,. Não ia aguentar a pressão.... Tchau ...tchau. Tava na cara que você ia perder,. Pode tirar o seu caminhão, sou muita areia. Pra você...",Inimigos da HP,97,1,Samba,Samba; Pagode; Romântico; Dance; Axé; Hard Rock; Trance; Hardcore; Hip Hop
Quando A Gira Girou,"O céu de repente anuviou. E o vento agitou as ondas do mar. E o que o temporal levou. Foi tudo que deu pra guardar. Só Deus sabe o quanto se labutou. Custou,mas depois veio a bonança. E agora é hora de agradecer. Pois quando tudo se perdeu. E a sorte desapareceu. Abaixo de Deus,só ficou você. Quando a gira girou,ninguém suportou. Só você ficou,não me abandonou. Quando o vento parou e a água baixou. Eu tive a certeza do seu amor. Quando tudo parece que está perdido. É nessa hora que você vê. Quem é parceiro,quem é mal amigo. Quem ta contigo,quem é de correr. A sua mão me tirou do abismo. O seu axé evitou o meu fim. Me ensinou o que é companheirismo. E também a gostar de quem gosta de mim. . Quando a gira girou,ninguém suportou. Só você ficou,não me abandonou. Quando o vento parou e a água baixou. Eu tive a certeza do seu amor. Na hora que a gente menos espera. No fim do túnel aparece uma luz. A luz de uma amizade sincera. Para ajudar carregar nossa cruz. Foi Deus que pôs você no meu caminho. Na hora certa pra me socorrer. Eu não teria chegado sozinho. A lugar nenhum,se não fosse você. . Quando a gira girou,ninguém suportou. Só você ficou,não me abandonou. Quando o vento parou e a água baixou. Eu tive a certeza do seu amor",Zeca Pagodinho,309,13.2,Samba,Samba; Pagode; Bossa Nova; MPB; Jovem Guarda; Black Music; Chillout; Electronica; Axé; Funk; Trilha Sonora; Emocore; Country; Trance; Kizomba; Pop/Rock; Pop; Velha Guarda; Samba Enredo; Reggae; Sertanejo; Gospel/Religioso; Funk Carioca; Dance
"Don't Worry, Be Happy","Tô indo lá pros States. Diretamente de Vila Isabel. Here's. A little song. I wrote. You might want. To sing it. Note for note. Don't worry. Be happy. In every life. We have some trouble. But when you worry. You make it double. Don't worry, be happy. Oo, ooo. Lá, lá, lá (3x). Oo, ooo. Lá, lá, lá (3x). Ain't got no place. To lay your head. Somebody came. And took your bed. Don't worry. Já falei. Be happy. Oo, ooo. The land-lord say. Your rent is late. He may have. To litigate. Don't worry. Be happy. Don't worry. Pra não. Se estressar. Be happy. Pra se alegrar. Relax. Que tudo. Fica diferente. Stress faz adoecer. Amor rejuvenescer. Sorria mais. E leve a vida. Simplesmente. Ain't got no cash. Ain't got no style. Ain't got no girl. To make you smile. Liga não. Be happy. 'Cause when you worry. Your face will frown. And that will bring. Everybody down. Don't worry. Deixa pra lá. Be happy. Oo, ooo. Lá, lá, lá (3x). Olha a gentileza. Olha a gentileza. Oo, ooo. Lá, lá, lá (3x). Simbóra. Don't worry. Oo, ooo. Lá, lá, lá (3x). Oo, ooo. Lá, lá, lá (3x). Deixa pra lá. Vem pra cá. O que é que tem?. Oo, ooo. Lá, lá, lá (3x). É samba ou não é?. É samba.... Oo, ooo. Lá, lá, lá (3x)",Mart'nália,87,1,Samba,Samba; MPB; Bossa Nova; Jazz; Kizomba; Black Music; Axé
Você Não Passa de Uma Mulher,"Mulher preguiçosa, mulher tão dengosa, mulher. Você não passa de uma mulher (ah, mulher). Mulher tão bacana e cheia de grana, mulher. Você não passa de uma mulher (ah, mulher). Você não passa de uma mulher (ah, mulher). Você não passa de uma mulher. Olha que moça bonita,. Olhando pra moça mimosa e faceira,. Olhar dispersivo, anquinhas maneiras,. Um prato feitinho pra garfo e colher. Eu lhe entendo, menina,. Buscando o carinho de um modo qualquer. Porém lhe afirmo, que apesar de tudo,. Você não passa de uma mulher (ah, mulher). Você não passa de uma mulher. Olha a moça inteligente,. Que tem no batente o trabalho mental. QI elevado e pós-graduada. Se canalizar, intelectual. Vive à procura de um mito,. Pois não se adapta a um tipo qualquer. Já fiz seu retrato, apesar do estudo,. Você não passa de uma mulher (viu, mulher?). Você não passa de uma mulher (ah, mulher). Menina-moça também é mulher (ah, mulher). Pra ficar comigo tem que ser mulher (tem, mulher). Fazer meu almoço e também meu café (só mulher). Não há nada melhor do que uma mulher (bem mulher). Você não passa de uma mulher (ah, mulher)",Martinho da Vila,217,5.6,Samba,Samba; Samba Enredo; Axé; Forró; Bossa Nova; Instrumental; Jovem Guarda; Pagode; Jazz; Classic Rock; Tropical House; World Music; Reggae; Hip Hop; Funk; Black Music; Funk Carioca; Gospel/Religioso; Infantil; Dance; MPB
Ela Vai Pro Mar,Todo domingo ela vai pro mar. Leva um segredo e um maiô lilás. De manhã cedo ela vai pro mar. Leva a certeza que tanto faz. Leva um sorriso em desalinho. Tem o destino que o amor levar. Leva meus olhos pelo caminho. Todo domingo ela vai pro mar. Cega meus olhos e vai pro mar. Mar de turquesa e maiô lilás. Se for bem cedo e o amor chegar. Tenha certeza que tanto faz. Leva um sorriso em desalinho. Tem o destino que o amor levar. Leva meus olhos pelo caminho. Todo domingo ela vai pro mar,Luiz Melodia,155,1,Samba,MPB; Samba; Romântico; Blues; Bossa Nova; Rock
Amor Bipolar,"Você dorme de mal e acorda de bem. Manda eu te ligar mas não quer me atender. Ah parei de tentar te entender. Você sente saudade se eu não te procuro. Você pede e eu juro só pra te agradar. Nada haver o teu jeito de amar. Se tá de bem, a gente faz amor. Se tá de mal, eu fico sem calor. E eu já sei aonde isso vai dar. Eu aqui sem dormir e você a chorar. Logo depois já vem procurar. Se arrependeu e diz que vai mudar. E lá vou eu de novo me entregar. Pra esse amor bipolar. Ê vontade que dá. E você de caô. Fica nesse vai e vem. Bem melhor ficar de bem",Bom Gosto,88,3,Samba,Samba
Lady Stardust,"Quando chover, flores lindas vão crescer de vez. E vem o sol fazer ficar tudo bem. Se vai combinar com o jeans, já isso eu não sei. Lady Stardust no seu mundo. Quero ser seu rei. E ser um bom pai. Tirar sua tristeza. E ser um bom pai. Viver a natureza. E ser um bom pai. Ficar em paz querer mudar pro time do bom pai. Pai bom. Agora eu não sei se é certo que eu me sinta assim. Por outro lado eu sei que não é o fim. Só quero te dar prazer, isso eu sei. Lady Stardust no seu mundo. Quero ser seu rei. E ser um bom pai. Tirar sua tristeza. E ser um bom pai. Viver a natureza. E ser um bom pai. Ficar em paz querer mudar pro time do bom pai. Pai bom. Não ve me faz. Eu te amo, foi voce quem fez. Querer ser um bom pai. Tirar sua tristeza. E ser um bom pai. Viver a natureza. E ser um bom pai. Ficar em paz querer mudar pro time do bom pai. Pai bom",Seu Jorge,106,4.2,Samba,MPB; Samba; Black Music; Romântico; Pop; Soul Music; Axé; Funk; R&B; Folk; Jazz; Trilha Sonora; Pagode
Cabelo No Pão Careca,"Bolo na padaria, Maria pulava igual perereca. Pão doces e broas viraram peteca. Pegaram o padeiro e quebraram a munheca porque. porque encontraram cabelo no pão careca. porque encontraram cabelo no pão careca. Sonho virou pesadelo, brigadeiro perdeu a patente. Confeitaram o confeitero com a massa de pão para cachorro-quente. Deixaram o gerente, um tal de Clemente, sem uns cinco dentes e só de cueca. porque encontraram cabelo no pão careca,. porque encontraram cabelo no pão careca. E o pastel que passava quis se interar no assunto. escorregou na mateiga e tropeçou no presunto. Saiu com a cara cheia de torrada, iogurte, coalhada. e ganhou um sapeca. porque encontraram cabelo no pão careca,. porque encontraram cabelo no pão careca. O camburão foi chamado para acabar com o racha. O soldado soltou do partamo distribuindo bolacha. jogaram farinha de trigo no teto que foi pro buteco. pra comer panqueca. porque encontraram cabelo no pão careca,. porque encontraram cabelo no pão careca,. porque encontraram cabelo no pão careca.",Zeca Pagodinho,309,13.2,Samba,Samba; Pagode; Bossa Nova; MPB; Jovem Guarda; Black Music; Chillout; Electronica; Axé; Funk; Trilha Sonora; Emocore; Country; Trance; Kizomba; Pop/Rock; Pop; Velha Guarda; Samba Enredo; Reggae; Sertanejo; Gospel/Religioso; Funk Carioca; Dance
Beijo Doce,"Namorar aonde o sol se esconde. E te dar um novo beijo doce. Com sabor de mel, fruta de conde. Não há nada melhor nessa vida. Entre o céu e o mar, um horizonte. Pra você e eu, nosso romance. Vejo o outro lado dessa ponte. Teu olhar me seduz mais ainda. Ando louco pra ficar contigo. Eu prometo te amar, te dar meu paraíso. Poder te dizer. Que tudo o que eu mais sonhava nessa vida aconteceu. Foi te conhecer, e agora que estamos juntos. Nem pensar em te perder. Só quero saber, se estar ao meu lado irá te fazer feliz. Eu só sei dizer que estou apaixonado. E é tudo que eu sempre quis. Poder te dizer. Que tudo o que eu mais sonhava nessa vida aconteceu. Foi te conhecer, e agora que estamos juntos. Nem pensar em te perder. Só quero saber, se estar ao meu lado irá te fazer feliz. Eu só sei dizer que estou apaixonado. E é tudo que eu sempre quis. Namorar aonde o sol se esconde. E te dar um novo beijo doce. Com sabor de mel, fruta de conde. Não há nada melhor nessa vida. Entre o céu e o mar, um horizonte. Pra você e eu, nosso romance. Vejo o outro lado dessa ponte. Teu olhar me seduz mais ainda. Ando louco pra ficar contigo. Eu prometo te amar, te dar meu paraíso. Poder te dizer. Que tudo o que eu mais sonhava nessa vida aconteceu. Foi te conhecer, e agora que estamos juntos. Nem pensar em te perder. Só quero saber, se estar ao meu lado irá te fazer feliz. Eu só sei dizer que estou apaixonado. E é tudo que eu sempre quis. Poder te dizer. Que tudo o que eu mais sonhava nessa vida aconteceu. Foi te conhecer, e agora que estamos juntos. Nem pensar em te perder. Só quero saber, se estar ao meu lado irá te fazer feliz. Eu só sei dizer que estou apaixonado. E é tudo que eu sempre quis",Péricles,102,6.8,Samba,Romântico; Pagode; Samba; Sertanejo; Samba Enredo; Funk Carioca; Electronica; Forró; MPB; Pop; Rock; Pop/Rock; Black Music; Funk; Axé
De Bandeja,"Quando a inspiração bater,. farei uma canção pra lembrar você,. meu grande amor. você mudou. o sentido ao meu viver. Amar você. paixão de verdade. tudo o que sonhei. tô pronto pra viver. bem ao lado teu. sou teu. gostoso é ter você. você.... Me encaixo, me deixo,. me deito, te sirvo,. me dou de bandeja. só pra te agradar.. Recebo em dobro,. seus beijos carícias,. desejos. isso que é amar. troca de prazer. respiro você.... Amar você. paixão de verdade. tudo o que sonhei. tô pronto pra viver. bem ao lado teu. sou teu. gostoso é ter você. você.... Me encaixo, me deixo,. me deito, te sirvo,. me dou de bandeja. só pra te agradar.. Recebo em dobro,. seus beijos carícias,. desejos. isso que é amar. troca de prazer. respiro você.. Enfim... aquela inspiração chegou. essa linda canção eu fiz. pra celebrar... o nosso amor. Me encaixo, me deixo,. me deito, te sirvo,. me dou de bandeja. só pra te agradar.. Recebo em dobro,. seus beijos carícias,. desejos. isso que é amar. troca de prazer. respiro você.",Só Pra Contrariar,157,4.7,Samba,Samba; Pagode; Romântico; Gospel/Religioso; Jovem Guarda; Pop; Black Music; Infantil; Funk; Sertanejo; Forró
Preciso Me Encontrar,"Deixe-me ir, preciso andar. Vou por aí a procurar. Sorrir pra não chorar. Quero assistir ao sol nascer. Ver as águas dos rios correr. Ouvir os pássaros cantar. Eu quero nascer e quero viver. Deixe-me ir, preciso andar. Vou por aí a procurar. Sorrir pra não chorar. Se alguém por mim perguntar. Diga que eu só vou voltar. Depois que eu me encontrar. Quero assistir ao sol nascer. Ver as águas dos rios correr. Ouvir os pássaros cantar. Eu quero nascer e quero viver. Deixe-me ir, preciso andar. Vou por aí a procurar. Sorrir pra não chorar",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Muita Luz,"Lâmpadas, faróis, lanternas. Archotes, velas, lampiões. Lamparinas, gambiarras. Holofotes e clarões. Clara luz que vem de longe. Brilhos no meu coração. Se eu estou na claridade. Quero luz pro meu irmão. Relampejos, pirilampos. Lua, sol, brilhante olhar. Céu vermelho além dos campos. Ofuscante cintilar. A beijos, abraços, afagos. O fogo do amor conduz. Como a estrela que guiou os magos. Pr'aquele que é sempre luz. Lâmpadas, faróis, lanternas.... by PantheraSBoemio",Martinho da Vila,217,5.6,Samba,Samba; Samba Enredo; Axé; Forró; Bossa Nova; Instrumental; Jovem Guarda; Pagode; Jazz; Classic Rock; Tropical House; World Music; Reggae; Hip Hop; Funk; Black Music; Funk Carioca; Gospel/Religioso; Infantil; Dance; MPB
Dá Ou Desce,"Se você tomar juízo, prometo que vou mudar. Não tomo mais saideira e na sexta feira eu volto pro lar. Dou um break na cachada, eu ando na linha, paro de fumar. Não caio mais na noitada e da madrugada eu não quero saber. Não to mais nessa parada e só tem balada se for com você.. Mas se você não tomar jeito, o jeito é me perder. Vou curtir com os meus amigos, fazer o que eu deixei de fazer. Você não quer compromisso, e eu aí com isso? Azar o seu. Eu vou, meto o pé no mundo, vou pisar fundo, eu sou mais eu. Quem avisa amigo é, se não levar fé, vai ver quem perdeu.. Aiaiai aiaiai. Do jeito que tá, meu amor, pego fogo. Desse jeito não dá. Preciso acabar de uma vez com esse jogo. Aiaiai aiaiai. Tá brincando com meu coração. Dá ou desce, precisa falar. Não vem me enganar, comigo não rola, não.. . . By leozinhoo_zL",Bom Gosto,88,3,Samba,Samba
Descalço No Parque,"Sozinho eu estou. A esperar por você meu amor. Pois cada hora que passa. Leva comigo uma saudade de você. Meu amor. Vivo a sofrer. Vivo a chorar. Sozinho descalço no parque a lhe esperar. Pois não adianta. Sem amor a vida não traz felicidade. Só faz saudade de você, meu amor. Descalço no parque. Sozinho eu estou. A esperar por você meu amor. E por isso que descalço no parque eu espero por você. E por isso que descalço no parque eu espero por você",Jorge Ben Jor,256,3.5,Samba,Samba; MPB; Funk; Jovem Guarda; Soul Music; Romântico; Blues; Bossa Nova; R&B; Infantil; Dance; Black Music; Rock; Tropical House; Country; Pagode; Soft Rock; Trip-Hop; World Music; Psicodelia; Jazz; Axé
Diz Pra Mim,"Você foi mais que um simples romance. Uma louca paixão. Que passou como um vento. Causando tormento no meu coração. Foi uma fúria louca. Temporal de desejos. Uma noite de prazer. Não consigo explicar. O que aconteceu. Só de imaginar. Quando a gente se deu. Minha mente enlouquece. O meu corpo incendeia. Chego até ouvir sua voz. Sussurrar, me pedindo amor. Diz pra mim. Que a nossa transa foi demais. Que tudo que aconteceu. Te deixou feliz como eu. Diz pra mim. Que o meu amor te satisfaz. Eu quero ser todinho seu. Te deixar feliz como eu",ExaltaSamba,238,13,Samba,Samba
Bolero de Satã,"Você penetrou como o sol da manhã. E em nós começou uma festa pagã. Você libertou em você a infernal cortesã. E em mim despertou esse amor. Atormentado e mal de Satã. Você me deixou como o fim da manhã. E em mim começou esse angústia, esse afã. Você me plantou a paixão imortal e mal sã. Que me enraizou e será meu maldito final amanhã. E agora me aperta a aflição. De chorar louco e só de manhã. É a seta do arco da noite. Sangrando-me agora. São lágrimas, sangue, veneno. Correndo no meu coração. Formando-me dentro esse pântano de solidão",Maria Rita,140,2.8,Samba,Bossa Nova; Samba; MPB; Pop; Trilha Sonora; Romântico; Sertanejo; Pagode; Jazz; Black Music
Samba Que Nem Rita à Dora,"O Chico falou que a Rita levou o sorriso dele e o assunto. Eu sofri seu sofrer, mas pergunto se o meu ele ia aguentar. A quem tanto queria um presunto dei meu corpo morrendo de amar. Onde havia horizonte defunto pus o sol a brilhar. Bis. Num instante eu tirei suas mãos lá do tanque. Presenteei máquina de Lavar contratei pra passar D. Sebastiana. Testemunha ocular do esforço que eu fiz para ver tudo azul. E até carvão e giz teria final feliz na África do Sul. Acontece oh Chico, você mesmo disse que a Rita levou o que era de direito. Acontece que a Dora sem ter o direito levou tudo que eu já iria lhe dar. Se não deu pra formar um conjunto, o meu som não podia dançar. Se não deu pra gente ficar junto é um lá outro cá. Me dediquei.... Lhe dediquei uma trova, um soneto e um samba-canção. Mas é que a danada não tem coração... tem não, tem não. Sem mais e sem menos resolve ir embora.. Bis",Seu Jorge,106,4.2,Samba,MPB; Samba; Black Music; Romântico; Pop; Soul Music; Axé; Funk; R&B; Folk; Jazz; Trilha Sonora; Pagode
Lugar Macabro,"Mais que lugar macabro. Meu amigo foi morar. Ainda me disse sorrindo. Que a felicidade existia por lá, ihhhhh.... Eu vi cobra correndo de sapo, malandro. Naquele maldito lugar. Vi o Drácula correr do coveiro. Porque o seu sangue queria sugar, ihhhhh.... Mais que lugar macabro. Meu amigo foi morar. Ainda me disse sorrindo. Que a felicidade existia por lá.. Vi cachorro matando outro a grito, malandro. Naquele maldito lugar. Vi piranha comendo piranha. Porque a fome é demais lá naquele lugar, ihhhhh.... Mais que lugar macabro. Meu amigo foi morar. Ainda me disse sorrindo. Que a felicidade existia por lá.. Vi malandro cobrando pedágio a malandro, malandro. Naquele maldito lugar. Vi polícia sair da polícia. Só pra não dar serviço naquele lugar. Mais que lugar macabro. Meu amigo foi morar. Ainda me disse sorrindo. Que a felicidade existia por lá.. Fui num terreiro de macumba, malandro. Naquele maldito lugar. Quando deu meia noite cantaram pros homens. E nem o Exú deu as caras por lá, ihhhhh.... Mais que lugar macabro. Meu amigo foi morar. Ainda me disse sorrindo. Que a felicidade existia por lá, ihhhhh...",Bezerra da Silva,292,2.9,Samba,Pagode; Samba; MPB; Instrumental; Axé; Heavy Metal; Blues; Black Music; Electro Swing; Bossa Nova; Soft Rock; Funk Carioca; Country
Zazueira,"Ela vem chegando. E feliz vou esperando. A espera é difícil. Mas eu espero, sambando.. Menina bonita com céu azul. Ela é uma beleza. Menina bonita, você é demais. Alegria da minha tristeza. Zazueira, zazueira. Zazueira, zazueira. Ela vem chegando. E feliz vou esperando. A espera é difícil. Mas eu espero, sambando. Uma flor é uma rosa. Uma rosa é uma flor. É o amor essa menina. Essa menina é o meu amor. Zazueira, zazueira. Zazueira, zazueira",Maria Rita,140,2.8,Samba,Bossa Nova; Samba; MPB; Pop; Trilha Sonora; Romântico; Sertanejo; Pagode; Jazz; Black Music
