SName,Lyric,Artist,Songs,Popularity,Genre,Genres
Mamão Papaia,"Mamão papaia do céu. Papaia mamão da saia-calça do Brown. Do lenço do Bel. Mamão papaia do véu. Que vela feiticeira. Mamão papaia do céu. Papaia na mão do Gil ou da Gil. Quem dança é do Durval. Mamão papaia do mel. Que mela Daniela. Se a Margarete Menê ou se a Ivete Sanga. Tatau e Ninha vão que vão. Caetano, Armando e Moraes. É que a galera quer mais. O Harmonia é sensação. Mamão papaia do céu. Papaia mamão, mão de pilão de Popó. Derruba no chão. Eu quero mesmo é sambar, sambar, sambar. Gingar, gingar, gingar. Pular, pular, pular. E se esquivar do campeão. Mamão papaia Olodum. Papaia mamão ilê, malê, coisa e tal. O meu carnaval. É no papaia mamão. É tchan, tchan, tchan no coração. Tudo com Cheiro de Amor. Papaia Mamão. Com gosto de acarajé. O lindo é que é. Tudo muzenza em função. Da paz de Ghandi na emoção. Se a Sarajane ficar. Se o Luiz Caldas ficar. Até o dia amanhecer. Gerônimo se animar e Lazzo manda chamar. Dodô e Osmar no céu pra ver. Mamão papai do céu. Papai mamão, mão de pilão de Popó. Derruba no chão. Eu quero mesmo é sambar, sambar, sambar. Gingar, gingar, gingar. Pular, pular, pular. E se esquivar do campeão.",Harmonia do Samba,221,2.1,Samba,Axé; Samba; Pagode; Romântico; Electro Swing; Trilha Sonora; Pop/Rock; Rap; Bossa Nova
Só vou apostando,"Tá falando pra amiga. Falando pro amigo. Que não quer mais. É mentira dela. Olha só pra ela. Ela postou no insta. Dizendo pra mim. Que não volta mais. É mentira dela. Fazendo novela. Não dou um dia. Pra ela voltar. Não dou 24 horas. Pra ela me ligar. Só vou apostando. Só vou apostando. Difícil vai ser. Ela deixar de me querer. Difícil vai ser. Ela deixar de me amar. Difícil vai ser. Ela deixar de me ligar. Vai rodar, rodar e sabe onde vai parar. Aqui no colinho do papai. Aqui no colinho do papai",Harmonia do Samba,221,2.1,Samba,Axé; Samba; Pagode; Romântico; Electro Swing; Trilha Sonora; Pop/Rock; Rap; Bossa Nova
Vai Brasil,"Chegou a hora minha galera. Vamos nessa balançar. Entra em campo. Vai sem medo e bota pra quebrar.. Vai juiz começa o jogo. Bota essa bola no chão. Eu quero ver ela na rede. Eu tô com o coração na mão. E como é que é. Vai Brasil. E é com raça e é com fé. Vai Brasil. E a galera a mais de mil. Vai Brasil. Esse é o meu Brasil. O meu céu verde e amarelo tá me mandado um sinal. É que daqui há pouco vira festa, vira Carnaval. E como é que é. Vai Brasil. E vai com raça e vai com fé. Vai Brasil. E a galera a mais de mil. Vai Brasil. A emoção que explodiu. Vai Brasil. É gol, é gol. Bota pra quebrar",Harmonia do Samba,221,2.1,Samba,Axé; Samba; Pagode; Romântico; Electro Swing; Trilha Sonora; Pop/Rock; Rap; Bossa Nova
Ai Ai Ai,"Sou filho de Salvador. Com raiz em Santo Amaro. Cachoeira tá no sangue. Tá logo ali do lado. O samba tá na alma. Cantador eu já nasci. Quem não dança, bate palma. Mas, quem dança faz assim. Mas eu te disse. Não dá pra ficar parado. Quando começa o swingão do Harmonia. Saia do canto. Chega mais, vem pra debaixo. Começa agora. E só termina no outro dia. Ai ai ai. Ai ai. Ê ê. Chora viola. Ê ê. Bota a viola pra chorar. Ê ê. Chora viola. Ê ê. Bota esse povo é pra quebrar",Harmonia do Samba,221,2.1,Samba,Axé; Samba; Pagode; Romântico; Electro Swing; Trilha Sonora; Pop/Rock; Rap; Bossa Nova
Flechada do Prazer,"Eu não consigo ficar longe de você. Sou atraido nunca vou te esquecer. Mas me peou tão de repente. A flechada do prazer yea. Uoo, uoo, uoo, uoo, uoo. Eu não consigo ficar longe de você. Sou atraido nunca vou te esquecer. Mas me pegou tão de repente. A flechada do prazer yea. Não fala nada deixa eu bejar tua boca. E provar os seus labios de mel. Meu amor. Não tenho medo arriscar. Se tudo der certo vai ser bom demais. Deixa eu te provar que sou um bom rapaz. Meu maior desejo é te fazer feliz. Uoo, uoo, uoo, uoo, uoo. Eu não consigo ficar longe de você. Sou atraido nunca vou te esquecer. Mas me pegou tão de repente. A flechada do prazer yea. Não fala nada deixa eu bejar tua boca. E provar os seus labios de mel. Meu amor. Não tenho medo arriscar. Se tudo der certo vai ser bom demais. Deixa eu te provar que sou um bom rapaz. Meu maior desejo é te fazer feliz. Uoo, uoo, uoo, uoo, uoo",Harmonia do Samba,221,2.1,Samba,Axé; Samba; Pagode; Romântico; Electro Swing; Trilha Sonora; Pop/Rock; Rap; Bossa Nova
Esse Som Vai Te Levar,"E eu no meio da praça. Fazendo pirraça. Liberando a emoção. Vou seguindo com fé. Com Deus no meu coração. O povo está todo lá. Esperando Harmonia passar. E é fiel em cada rosto. Uma grande emoção. Todo mundo cantando. Batendo bem forte na palma da mão. Trabalhe o seu corpo. Esse som vai levar você. Deixa tudo acontecer. Vou subir, vou descer. Eu não quero nem saber. Eu Tô que tô colado aqui. Eu Tô que tô colado (2x). Então sinta a batida de rua. Que vem da galera. Tá no sangue, na veia, menina libera. A moçada dançando no maior astral. Esse groove é gostoso. Esse groove é legal. Vou subir, vou descer. Eu não quero nem saber. Tô que tô colado aqui. Tô que tô colado (2x). by Criska",Harmonia do Samba,221,2.1,Samba,Axé; Samba; Pagode; Romântico; Electro Swing; Trilha Sonora; Pop/Rock; Rap; Bossa Nova
Minha Vida,"Eu quero o teu colo, ás vezes até choro. Ao recordar como nossa história começou. Lá fora tá frio, aqui tá um vazio. Meu coração, descompassado sem você. Bate forte mais na contramão. Essa força vem sem direção. Devolva a minha paz. Eu não suporto mais, viver sem teu amor. Vem pra minha vida bem querer. Não me deixe aqui enlouquecer. Sou feliz, mas sem você não faz sentido. Já pensei até em te esquecer. Como vou fazer pra acostumar?. Me apeguei a você. Eu gosto tanto de te amar",Harmonia do Samba,221,2.1,Samba,Axé; Samba; Pagode; Romântico; Electro Swing; Trilha Sonora; Pop/Rock; Rap; Bossa Nova
Tic Nervoso (Part. Anitta),"Essa menina tem um tic nervoso. Escuta um solinho e começa a mexer o corpo. Até dentro de casa seu tic nunca para. No final de semana é muito volume na caixa. Arrasta a cadeira e o sofá, só não pede pra parar. Quebradeira é o seu tomdodomdodomdodom. 1, 2, 3 eu vou contar, prepare pra empinar. Atenção aí meninas. 1, 2, 1, 2, 3. Joga rebola. Joga, vai jogando assim. Joga, vai jogando assim. Joga, vai jogando assim. Jogando o bumbum pra cima. Vai jogando assim, empina. Vai jogando assim, empina. Vai jogando assim, empina. Jogando o bumbum pra cima. Eu admito tenho tic nervoso. Escuto um solinho e começo a mexer o corpo. Até dentro de casa meu tic nunca para. No final de semana é muito volume na caixa. Arrasto a cadeira e o sofá, só não peço pra parar. Quebradeira é o meu tomdodomdodomdodom. 1, 2, 3 eu vou contar, prepare pra empinar. Atenção aí meninas. 1, 2, 1, 2, 3. Joga rebola. Joga, vai jogando assim. Joga, vai jogando assim. Joga, vai jogando assim. Jogando o bumbum pra cima. Vai jogando assim, empina. Vai jogando assim, empina. Vai jogando assim, empina. Jogando o bumbum pra cima",Harmonia do Samba,221,2.1,Samba,Axé; Samba; Pagode; Romântico; Electro Swing; Trilha Sonora; Pop/Rock; Rap; Bossa Nova
Hipnotizou (Part. Léo Santana),"Ôh Léo vou te dá um conselho véi. Oi, tudo bem?. Deixa eu só te perguntar, Léo. Tudo bem?. Deixa só te perguntar. Tu tá gostando mesmo dela, é?. Cuidado ela é muito perigosa, viu?. Já percebi que ela te hipnotizou. Quando parou, olhou. Rebolou, rebolou. Já percebi que ela te hipnotizou. Não adianta fingir. Amigo cê tá louco por ela. Desabafa pra mim. Ela acalmou a fera. Você ficou uma vez só. Uma vezinha só. Se apaixonou de vez oh!. Agora aguenta ela as amigas rebolando. Você tá hipnotizado. Eu tô falando. Quando parou, olhou. Rebolou, rebolou. Já percebi que ela te hipnotizou. Xandão, diga pai. Eu que vou dá o papo sobre ela agora. por favor, tô precisando. Diga, negão. Oi, tudo bem?. Deixa eu só te perguntar, Xandy. Tudo bem?. Deixa só te perguntar. Tu tá gostando mesmo dela, é?. Tô caído. Cuidado ela é muito perigosa, viu?. É!. Já percebi que ela te hipnotizou. Quando parou, olhou. Rebolou, rebolou. Já percebi que ela te hipnotizou. Não adianta fingir. Amigo cê tá louco por ela. Desabafa pra mim. Ela acalmou a fera. Você ficou uma vez só. Se apaixonou de vez oh!. Agora aguenta ela as amigas rebolando. Eu ligado tá de hipnotizando. Quando parou, olhou. Rebolou, rebolou. Já percebi que ela te hipnotizou",Harmonia do Samba,221,2.1,Samba,Axé; Samba; Pagode; Romântico; Electro Swing; Trilha Sonora; Pop/Rock; Rap; Bossa Nova
Paixão Antiga,"Meu coração tá mandando fazer samba de roda. Essa paixão e antiga já virou moda. Meu coração tá mandando fazer samba de roda. Essa paixão e antiga já virou moda. . O rebolado dela tem todo chamego que a gente gosta. o rebolado dela tem. sobe que desce que bate que roda. sobe que desce que bate que roda. Nenhuma menina vai machucar meu coração. eu sei que você rapaz, bate na palma da mão. viola faz o bordão e o pé vai na marcação. viola faz o bordão e o pé vai na marcação. quem sabe de mim sou eu, quem sabe de mim sou eu. quem sabe de mim sou eu, quem sabe de mim sou eu. sou eu sou eu sou eu",Harmonia do Samba,221,2.1,Samba,Axé; Samba; Pagode; Romântico; Electro Swing; Trilha Sonora; Pop/Rock; Rap; Bossa Nova
Dá Uma Chance,Hoje mais um dia indo embora. E eu me lembro a toda hora. Que não tenho mais você e agora. Um vazio aqui no peito. Tô sofrendo desse jeito e querendo resolver. Por que. você me ensinou o que é o amor. Você me ensinou o que é paixão. Me deu de presente o teu carinho. E junto com ele um coração. Eu feito um tolo disprezei. O que devia dar valor. Confesso que arrependido estou. Dá uma chance amor. Não me deixe assim. Eu fui feito pra você. Você foi feita pra mim. Deixa eu te provar. Já aprendi a lição. Que não devemos brincar com a dor do coração,Harmonia do Samba,221,2.1,Samba,Axé; Samba; Pagode; Romântico; Electro Swing; Trilha Sonora; Pop/Rock; Rap; Bossa Nova
Pra Agradecer,"Juventude, alegria. Tudo aconteceu. Harmonia entre amigos. O amor se deu. Todo dia que amanhece. É de bem querer. Toda música dedicamos a você. Que balança ao nosso som. Cada um na multidão. Cada gesto, cada olhar vem de Deus. Nós queremos celebrar. 20 anos com você. Levantando as mãos. Pra agradecer. Que emoção poder cantar. Que sonho lindo de viver. Difícil de acreditar. Eu nem sei como descrever. A gente vai comemorar. As duas décadas de amor. Os parabéns são pra você. Que sempre nos acompanhou",Harmonia do Samba,221,2.1,Samba,Axé; Samba; Pagode; Romântico; Electro Swing; Trilha Sonora; Pop/Rock; Rap; Bossa Nova
Te Desejo (Minha Inha),"Deixa eu saciar o meu desejo. Quero estar contigo pra poder te dar um beijo. Deixa eu saciar o meu desejo. Quero estar contigo pra poder te dar um beijo. Foi tudo culpa do amor, que me fez assim. Hoje não dá pra viver, com você longe de mim. Foi tudo culpa do amor, não dá prá esperar. Se você me der uma chance, eu vou poder te chamar. De minha inha. De minha inha, á, á. De minha inha. De minha inha, á, á, á, á. Ô mamãe, eu não consigo mais viver assim. Está tão frio sem o teu calor. Quero você perto de mim.. Ô mamãe, eu não consigo mais viver assim. Está tão frio sem o seu calor",Harmonia do Samba,221,2.1,Samba,Axé; Samba; Pagode; Romântico; Electro Swing; Trilha Sonora; Pop/Rock; Rap; Bossa Nova
Quem Mandou,E tudo que voce sabia de samba de roda. Esqueça agora e escute um pouquinho da viola. E venha cantando dançando com muita alegria. Se envolva no som do cavaco esse é o harmonia. Chama pra dançar. REFRÃO. Quem Mandou 4 vezes. Mão na cabeça mão na cabeça mexer. Olha sou todo sentimento. E sei que esse momento. Foi todo musicado pra nós dois. Sempre que a felicidade esquece a vaidade. É bom passar a tarde em Itapuã. Vinícius juntinho de Caymmi. O ar que eu respiro. Amado seja o Jorge o escritor. Então me chama pra dançar chama pra dançar chama pra dançar. Que eu vou com você. chama pra dançar chama pra dançar,Harmonia do Samba,221,2.1,Samba,Axé; Samba; Pagode; Romântico; Electro Swing; Trilha Sonora; Pop/Rock; Rap; Bossa Nova
Momentos/coisa de Cinema/jura de Amor,"Às vezes me pego parado. Pensando em você. E você não dá nenhuma chance. De eu me explicar. O que era belo passou. Sem você, o que faço agora?. Restou só um sentimento. A solidão que me apavora. Fico falando sozinho. Lembrando teu nome. Conversas gostosas pelo telefone. Momentos da vida. Não dá pra entender. Porque diz que te magoei. E não quis saber de você. Mas na escola da vida. Temos muito o que aprender. Mas se vai e vem, e vem e vai. Vai voltar. Vai voltar pra mim. Mas se vai e vem, e vem e vai. Vai ficar. Será que vai viver sem mim?. Eu não suporto mais ficar sozinho. Eu não suporto mais. Ficar sem você. Ficar sem te ver.. O meu coração valente. Não quer mais lutar. Contra esse amor que quer me matar.. Eu já fiz tudo por amor. Não diga que o vento levou. O que restou do nosso amor. Sei que isso é coisa de cinema. Você e eu, nenhum problema. Ouvindo a voz do coração.. VOCÊ VEIO DE REPENTE E REACENDEU. UMA CHAMA QUE EM MIM HAVIA SE APAGADO. LOGO VEIO A VONTADE DE ME OFERECER. EI MENINA, DEIXA EU SER SEU NAMORADO. RESPONDEU-ME COM SORRISO DIZENDO QUE SIM. PARECE BRINCADEIRA HOJE ESTOU GAMADO. NÃO SE ESQUEÇA QUE ME FEZ UMA JURA DE AMOR. QUANDO UM BRIGAR, O OUTRO FAZ AS PAZES. (refrão). EU TÔ GOSTANDO DELA. SEM ELA NÃO POSSO FICAR. ELA É A DONA DO MEU CORAÇÃO. SEM ELA NÃO POSSO FICAR. HOJE FAZ PARTE DA MINHA CANÇÃO. SEM ELA NÃO POSSO FICAR",Harmonia do Samba,221,2.1,Samba,Axé; Samba; Pagode; Romântico; Electro Swing; Trilha Sonora; Pop/Rock; Rap; Bossa Nova
Quixabeira,"AMOR DE LONGE, BENZINHO. É FAVOR NÃO ME QUERER, BENZINHO. DINHEIRO EU NÃO TENHO, BENZINHO. MAS CARINHO EU SEI FAZER. DE LONGE, BENZINHO. É FAVOR NÃO ME QUERER, BENZINHO. DINHEIRO EU NÃO TENHO, BENZINHO. MAS CARINHO EU SEI FAZER ATÉ DEMAIS. EU FUI DE VIAGEM PASSEI EM BARREIRAS. AVISA MEU COMPANHEIRO SOU EU MANOEL DE ISAIAS. NA IDA EU LEVEI TRISTEZA, NA VOLTA EU TROUXE ALEGRIA. PASSEI PELA QUIXADEIRA. MANÉ ME DEU UMA CARREIRA. QUE ATÉ HOJE CORRIA. (refrão). TU NÃO FAZ COMO UM PASSARINHO. QUE FEZ O NINHO E A VOÔ, VOÔ, VOÔ. MAS EU FIQUEI SOZINHO. SEM TEU CARINHO, SEM TEU AMOR. ALÔ MEU SANTO AMARO. EU VIM LHE CONHECER, EU VIM LHE CONHECER. SANTA, SANTA MARENSE. PRA GENTE APRENDER, PRA GENTE APRENDER",Harmonia do Samba,221,2.1,Samba,Axé; Samba; Pagode; Romântico; Electro Swing; Trilha Sonora; Pop/Rock; Rap; Bossa Nova
Meus Sentimentos,"Volta pra mim.... Estou sozinho precisando de você. Pergunto a Deus o que eu posso fazer. Pra reconquistar o seu amor. Volta pra mim.... Já sinto falta do teu cheiro, teu abraço. Tentei de tudo já não sei mas o que faço. Nas noites frias preciso do teu calor. Por que fez assim. Me abandonando sem me dar explicação. Será que não percebe magoou meu coração. Sem motivo algum interrompendo uma linda paixão. Meu amor, eu não sei o que fazer. Eu não sei se te procuro ou se tento te esquecer. Não sei como o cupido me flechou. Só sei que estou apaixonado e enlouquecendo de amor. Um amor tratado como fruto de um sentimento. Quem não teve aguarde, pois terá o seu momento. Seu momento. Seu momento. De amar. Quando me pego parado. Fico até me perguntando. De onde é que vem sentimento soberano. Que a gente não consegue controlar. Meu amor. E amor, eu não sei o que fazer. Eu não sei se te procuro ou se tento te esquecer. E não sei como o cupido me flechou. Só sei que estou apaixonado e enlouquecendo de amor. Um amor tratado como fruto de um sentimento. Quem não teve aguarde, pois terá o seu momento. Seu momento. Seu momento. De amar. Quando me pego parado. Fico até me perguntando. De onde é que vem sentimento soberano. E a gente não consegue controlar. Meu amor. E amor, eu não sei o que fazer. Eu não sei se te procuro ou se tento te esquecer. E não sei como o cupido me flechou. Só sei que estou apaixonado e enlouquecendo de amor. Meu amor. E amor, eu não sei o que fazer. Eu não sei se te procuro ou se tento te esquecer. E não sei como o cupido me flechou. Só sei que estou apaixonado e enlouquecendo de amor. E estou apaixonado e enlouquecendo de amor. Mas eu estou apaixonado, enlouquecendo de amor. De amor. De amor",Harmonia do Samba,221,2.1,Samba,Axé; Samba; Pagode; Romântico; Electro Swing; Trilha Sonora; Pop/Rock; Rap; Bossa Nova
Tipo Fiona,"Conto de fadas que começa na balada. Historinha para maiores de uma princesa que tem pegada!. Sabe aquela princesinha antiga. Do tipo sempre passiva que acordava com um beijo?. Pois é os tempos mudaram bastante nada mais é como antes,. Ela é dona dos desejos.. Sabe aquela coisa de princesa que deixava o sapatinho. Historia de cinderela?. Pois é hoje ela deixa o telefone, sorte do cara que saca. E lembra de ligar pra ela!. Vai pra balada.... Dirige o seu próprio carro.... Chega de madrugada.... É carinhosa, mas é mandona.... Branca de neve passou, e a Cinderela ficou,. Princesa agora é do tipo Fiona!. Minha princesa, bebe cerveja,. Sobe na mesa e pira o cabeção.. Cara metade, minha alma gêmea,. Eu sou cachaça ela é o meu limão. Minha princesa, bebe cerveja,. Sobe na mesa e pira o cabeção.. Cara metade, minha alma gêmea,. Eu sou cachaça, ela é o meu limão.. Pensa num bicho invocado,. Uma mulher de pegada, muito parceira de festa,. Minha princesa bandida.... O nosso conto de fada começa numa balada.. Foi Deus que pôs essa mulher na minha vida!",Inimigos da HP,97,1,Samba,Samba; Pagode; Romântico; Dance; Axé; Hard Rock; Trance; Hardcore; Hip Hop
Razão do Meu Viver,"Razão do meu Viver. ( Sebastian Matias Arietti ). . Não consigo explicar, foi uma coisa diferente. Teu olhar no meu olhar, tudo muito de repente. Comecei a perceber, acho que te conhecia. De outra hora, outro lugar, de outra vida de algum dia. Queria poder entender. O sentido da minha vida que não tem razão. E poder fazer o que manda o meu coração. Pra que ter medo de um sentimento bom. Vou deixar tudo rolar como a música em seu tom. Se por acaso não der certo o nosso amor. Vou guardar você pra mim sem ter magoa sem ter dor",Inimigos da HP,97,1,Samba,Samba; Pagode; Romântico; Dance; Axé; Hard Rock; Trance; Hardcore; Hip Hop
Vem Buscar O Que é Teu,Estar apaixonado pode ser muito engraçado. A gente fica sem noção. Estar apaixonado às vezes fica perigoso. Mas quem vai controlar a emoção. Estar apaixonado é viver sorrindo. Cantarolar assobiar uma canção. É mostrar pro mundo o quanto é lindo o amor. Que sinto no coração. Vem buscar o que é teu. Tudo que eu fiz foi por nós dois. Eu guardei seu lugar traz de volta a alegria. Vem buscar o que é teu. Juro não me canso de esperar. Vamos comemorar hoje é um grande dia,Inimigos da HP,97,1,Samba,Samba; Pagode; Romântico; Dance; Axé; Hard Rock; Trance; Hardcore; Hip Hop
Eu quero me casar,"Eu quero me casar. Não acho ninguém. Eu quero me casar. Não como ninguém. Casar com mulher feia, mulher feia não convém. Casar com mulher feia, mulher feia não convém. Não me convém, mulher feia não convém. Não quero me assustar com a cara de ninguém. Eu quero me casar. Não acho ninguém. Eu quero me casar. Não como ninguém. Casar com mulher linda, mulher linda não convém. Casar com mulher linda, mulher linda não convém. Não me convém, mulher linda não convém. Não quero minha cabeça de cabide pra ninguém. Eu quero me casar. Não acho ninguém. Eu quero me casar. Não como ninguém. Casar com mulher baixa, mulher baixa não convém. Casar com mulher baixa, mulher baixa não convém. Não me convém, mulher baixa não convém. Não quero tomar sopa na cabeça de ninguém. Eu quero me casar. Não acho ninguém. Eu quero me casar. Não como ninguém. Casar com mulher alta, mulher alta não convém. Casar com mulher alta, mulher alta não convém. Não me convém, mulher alta não convém. Não quero virar chaveirinho de ninguém. Eu quero me casar. Não acho ninguém. Eu quero me casar. Não como ninguém. Casar com mulher nova, mulher nova não convém. Casar com mulher nova, mulher nova não convém. Não me convém, mulher nova não convém. Não quero ensinar sacanagem pra ninguém. Eu quero me casar. Não acho ninguém. Eu quero me casar. Não como ninguém. Casar com mulher velha, mulher velha não convém. Casar com mulher velha, mulher velha não convém. Não me convém, mulher velha não convém. Não vou fazer embaixada com as tetinhas de ninguém. Eu quero me casar. Não acho ninguém. Eu quero me casar. Não como ninguém. Casar com mulher virgem, mulher virgem não convém. Casar com mulher virgem, mulher virgem não convém. Não me convém, mulher virgem não convém. Depois que eu furar ninguém mais segura o trem. Eu quero me casar. Não acho ninguém. Eu quero me casar. Não como ninguém. Casar com michetera, michetera não convém. Casar com michetera, michetera não convém. Não me convém, michetera não convém. Vai ver que ela cisma de cobrar de mim também. Eu quero me casar. Não acho ninguém. Eu quero me casar. Não como ninguém. Casar com mulher fácil, mulher fácil não vai dar. Casar com mulher fácil, mulher fácil não vai dar. Não vai dar, não vai dar, não vai dar. Não quero ir no Ratinho pra fazer DNA. Então. Vamo quebrar tudo, vamo, vamo. Vamo quebrar tudo, vamo, vamo. Vamo quebrar tudo que isso aqui tá muito bom. Eu quero me casar. Não acho ninguém. Eu quero me casar. Não como ninguém. Casar com baladeira, baladeira não convém. Casar com baladeira, baladeira não convém. Não me convém, baladeira não convém. Não vou fazer chapinha no cabelo de ninguém. Eu quero me casar. Não acho ninguém. Eu quero me casar. Não como ninguém. Casar com cachaceira, cachaceira não convém. Casar com cachaceira, cachaceira não convém. Não me convém, cachaceira não convém. Não quero dividir minha cerveja com ninguém. Eu quero me casar. Não acho ninguém. Eu quero me casar. Não como ninguém. Casar com travesti, travesti não me convém. Casar com travesti, travesti não me convém. Não me convém, travesti não me convém. Na hora do bem-bom eu vou ter que dar também. Eu quero me casar. Não acho ninguém. Eu quero me casar. Não como ninguém. Casar com mulher loira, mulher loira não convém. Casar com mulher loira, mulher loira não convém. Não me convém, mulher loira não convém. Não quero comprar tinta pro cabelo de ninguém. Eu quero me casar. Não acho ninguém. Eu quero me casar. Não como ninguém. Casar com mulher pobre, mulher pobre não convém. Casar com mulher pobre, mulher pobre não convém. Não me convém, mulher pobre não convém. Não quero sustentar os parentes de ninguém. Eu quero me casar. Não acho ninguém. Eu quero me casar. Não como ninguém. Casar com mulher rica, mulher rica me convém. Casar com mulher rica, mulher rica me convém. Me convém, me convém, me convém. O Inimigos vai estourar com a poupança de alguém",Inimigos da HP,97,1,Samba,Samba; Pagode; Romântico; Dance; Axé; Hard Rock; Trance; Hardcore; Hip Hop
De Peito Aberto,"Foi, passou, doeu e não dói mais. Meu coração está em paz. tá livre, tá desimpedido. Foi, agora tudo tá normal. A vida é festa é carnaval. E o mundo é mais colorido. Vou me entregar nos braços de quem quiser me levar. Comemorar com meus amigos vou aproveitar. Curtir a vida e os momentos que deixei passar. tô de peito aberto pra quem quer me amar. O que sofri e chorei passou já era. Meu amor seu amor virou novela. Brincou de amar me perdeu, agora eu sou mais eu. tô de peito aberto pra quem quer me amar",Inimigos da HP,97,1,Samba,Samba; Pagode; Romântico; Dance; Axé; Hard Rock; Trance; Hardcore; Hip Hop
Vamo Aposta,"Vamo aposta?. Quem chora primeiro?. Quem liga primeiro?. Quem fala primeiro que tá com saudade?. Não vai aguentar, vai pedir pra voltar.. Vamo aposta?. Quem chora primeiro?. Quem liga primeiro?. Quem fala primeiro que tá com saudade?. Aposto o que quiser você não vai ganhar!. Vamo aposta. Diga-se de passagem que eu não tô bem,. Era verdade que eu dizia que te amava pensa bem.. Quantas vezes,cê foi embora. Eu te aceitei devolta. Acreditei nas suas mudanças doce ilusão. Meu amor tá acostumado a fazer tudo errado. E eu pedi pra voltar,. Agora o sistema é outro,. Não choro, não sofro, espero você me ligar. Vamo aposta?. Quem chora primeiro?. Quem liga primeiro?. Quem fala primeiro que tá com saudade?. Não vai aguentar, vai pedir pra voltar.. Vamo aposta?. Quem chora primeiro?. Quem liga primeiro?. Quem fala primeiro que tá com saudade?. Aposto o que quiser você não vai ganhar!. Vamo aposta. Aposto oque quiser que eu ganho, você não está com nada.... chora!. Diga-se de passagem que eu não tô bem,. Era verdade que eu dizia que te amava pensa bem.. Quantas vezes, cê foi embora,. Eu te aceitei devolta. Acreditei nas suas mudanças doce ilusão.. Meu amor tá acostumado a fazer tudo errado. E eu pedi pra voltar,. Agora o sistema é outro,. Não choro, não sofro, espero você me ligar. Vamo aposta?. Quem chora primeiro?. Quem liga primeiro?. Quem fala primeiro que tá com saudades. Não vai aguentar, vai pedir pra voltar.. Vamo aposta?. Quem chora primeiro?. Quem liga primeiro?. Quem fala primeiro que tá com saudade?. Aposto o que quiser você não vai ganhar!. Vamo aposta?. Perdeu!",Inimigos da HP,97,1,Samba,Samba; Pagode; Romântico; Dance; Axé; Hard Rock; Trance; Hardcore; Hip Hop
Bye Bye,"O que será que aconteceu?. Pra nossa história terminar. Tivemos medo e também. Motivos pra não arriscar. Onde erramos ainda não sei. Não consigo entender o porquê. Não quero mais olhar pra trás. Tô indo embora, baby, bye, bye. Quem sabe um dia a gente volta a se encontrar. Pra relembrar e rir de tudo que rolou entre nós dois. Quem sabe um dia a gente vai se perdoar. Mas hoje eu só posso dizer que não dá mais,. baby, não dá, bye bye, bye bye. Não é orgulho, nem vaidade. Eu quero jogar limpo, falar a verdade. Quando a paixão acaba e o amor se vai. Alguém tem que ser forte pra dizer bye bye,. Bye bye, bye bye. Não é orgulho, nem vaidade. Eu quero jogar limpo, falar a verdade. Quando a paixão acaba e o amor se vai. Alguém tem que ser forte pra dizer bye bye, baby. Bye bye, bye bye. Quem sabe um dia a gente volta a se encontrar. Pra relembrar e rir de tudo que rolou entre nós dois. Quem sabe um dia a gente vai se perdoar. Mas hoje eu só posso dizer que não dá mais,. baby, não dá, bye bye, bye bye. Não é orgulho, nem vaidade. Eu quero jogar limpo, falar a verdade. Quando a paixão acaba e o amor se vai. Alguém tem que ser forte pra dizer bye bye,. Bye bye, bye bye. Não é orgulho, nem vaidade. Eu quero jogar limpo, falar a verdade. Quando a paixão acaba e o amor se vai. Alguém tem que ser forte pra dizer bye bye, baby. Bye bye, bye bye",Inimigos da HP,97,1,Samba,Samba; Pagode; Romântico; Dance; Axé; Hard Rock; Trance; Hardcore; Hip Hop
Pra Balada,"Vem chegando com essa pose de rainha. Todo mundo pra olhar. A rapaziada tá perdendo a linha. Tá na cara já não dá pra disfarçar. Se um dia ela colar na minha. Eu tenho a letra certa pra mandar. Menina! Eu tô falando sério, eu tô apaixonado. pode acreditar.. Sou Remédio pro teu tédio. Sou festa do seu apê. Solução do seu problema. Eu tô louco por você. O baby eu vou oo oo pra balada. Se você quiser baby. Eu vô te buscar. Pra gente dançar a a. A noite inteira. Com você do meu lado baby até o sol nascer",Inimigos da HP,97,1,Samba,Samba; Pagode; Romântico; Dance; Axé; Hard Rock; Trance; Hardcore; Hip Hop
Erva Venenosa,"Parece uma rosa,. De longe é formosa. É toda recalcacada. A alegria alheia incomoda. (REFRÃO). Venenosa.. Eh eh eh eh eh... Erva venenosa.. Eh eh eh eh eh.... É pior do que cobra cascavél. Seu veneno é cruel.. el. el. el... De longe não é feia,. Tem voz de uma sereia. Cuidado não lhe toque. Ela é má pode até te dar um choque. (REFRÃO). Se coça como louca, rachada tem a boca. Parece uma bruxa, um anjo mau. Detesta todo mundo, não para um segundo. Fazer maldade é seu ideal. Como um cão danado. Seu grito é abafado. É vil, é mentirosa. Deus do céu, como ela é maldosa. (REFRÃO)",Inimigos da HP,97,1,Samba,Samba; Pagode; Romântico; Dance; Axé; Hard Rock; Trance; Hardcore; Hip Hop
