SName,Lyric,Artist,Songs,Popularity,Genre,Genres
Sacanagem,"Embarquei nessa furada, cheio de amor pra dar. Eu fiz tudo que queria, tentei mais do que podia só pra lhe agradar. Mais eu descobri a tempo onde estava me metendo, onde eu ia me amarrar. Se fazendo de coitada, foi armando pouco a pouco. Me deixou com quase nada, deu um rapa lá em casa, até levou meu cachorro. Toda hora era uma bomba, era um tal de cumprir conta que não acabava mais. Me endividei, virei o meu mundo do avesso. Muito mais do que amor, dei a ela o meu próprio endereço. Que vai e vem na cabeça, mais antes que eu enlouqueça. Vou espalhar pra geral, vou espalhar pra geral. . Sacanagem dela. Ela não devia ter agido assim. Sacanagem dela. Ela decretou o nosso fim. Sacanagem dela. Ela foi embora e me deixou na mão. Usa e abusa do meu coração. Como se tivesse na razão",Bom Gosto,88,3,Samba,Samba
Poema de Amor,"Quando o dia amanheceu, meu amor, você e eu. Depois de tanto se entregar, se entregar.... Noite intensa de prazer, trocando jura de amor. O coração acelerou, o tempo até parou. O nosso amor é tão bonito que nos leva ao infinito. Um céu de estrelas. Ascende a chama da paixão, meu peito inflama. E quando provo do teu beijo. Um oceano de desejo é a felicidade. Você é tudo que almejo, o que mais quero pra mim. Não consigo imaginar. Minha vida sem você. Nada vai nos separar. Nem pensar em te perder. Nos meus sonhos de amor. Tudo que eu sempre quis. É você, minha paixão. Deixa eu te fazer feliz.",Bom Gosto,88,3,Samba,Samba
Deixa Eu Cantar Meu Samba,"Se È pra parar de fumar to contigo. Se È pra parar de beber vou tentando. Só não consigo viver sem meu samba. Que È minha sina, È meu vÌcio e acalanto. A minha energia È meu samba. O Samba È o meu mensageiro. Nele expresso amor por voce. E me entrego de corpo inteiro. Falar de samba È bom,. Falar de voce È melhor. é prazer ritmado e apaixonado. Que inspira em desejo pra sempre te amar. Voce È o enredo, È a luz que ilumina o meu caminhar. Deixa eu cantar meu samba (Deixa). Deixa eu mostrar pro povo que sou (Feliz). Eu preciso te amar. Pra voce me entregar. Eu preciso de amor pra cantar e compor. Eu preciso expressar na cadencia do samba. O que eu sinto que sou",Bom Gosto,88,3,Samba,Samba
Nos Pagodes da Vida - Homem Das Ruas - a Vizinha,"Nos Pagodes da Vida. Lá laia laia, lá laiá láiá. Tem pagode segunda-feira. Tem pagode na terça-feira. Quarta-feira tem cacique. Eu vou sair, me distrair. Tem pagode na quinta-feira. Tem pagode na sexta-feira. Já comprei sapato novo. Vou estrear no fundo de quintal. E nesse fim de semana. Vou levantar a poeira. Quando eu cair. Na-gan-dai-a. Segura a barra da saia. No balançar das cadeiras. Sabe por quê?. Seu preto tem orgulho de você (eu quero ver). eu quero ver você sambar. O samba é terapia popular (samba iô-iô). Samba iô-iô, samba ia-iá (seu preto tem orgulho de você). Homem Das Ruas. Ai meu Deus. Minha sina é ser partideiro. Ai meu Deus. Iluminai o meu terreiro. Quando o clarão da lua. Ilumina a madrugada. E aí eu faço das ruas. Minha eterna morada. Se fumar um. Se bater um papo com a rapaziada. Tomar uma cerveja bem gelada. Até pintar o sol. Porque sou homem das ruas. Filho da noite estrelada. Não sou homem de uma mulher só. Toda mulher é minha amada. Porque sou homem das ruas. Filho da noite estrelada. Não sou homem de uma mulher só. Toda mulher é minha amada. A Vizinha. Dona Maria tá com bronca da vizinha. E manda a mesma pra tudo quanto é lugar. Mas a vizinha, osso duro de roer. Chama a Maria de maria-vai-com-as-outras, eu sei. Mas Dona Maria começou a imaginar. Um apelido que não fosse popular. É aí, quando a vizinha enche a cara de pitú. E passa na rua é o maior sururu. Pega ela peru, pega ela peru. Pega ela peru, pega ela peru. Pega ela peru, pega ela peru. Pega ela peru, pega ela peru. E Dona Maria.... Dona Maria tá com bronca da vizinha, eu vou explicar. E manda a mesma pra tudo quanto é lugar. Mas a vizinha, osso duro de roer. Chama a Maria de maria-vai-com-as-outras, eu sei. Dona Maria começou a imaginar, pra se vingar. Um apelido que não fosse popular. E aí, quando a vizinha enche a cara de pitú. E passa na rua é o maior sururu. Pega ela peru, pega ela peru. Pega ela peru, pega ela peru. Pega ela peru, pega ela peru. Pega ela peru, pega ela peru. . . By:Marcus Campos'",Bom Gosto,88,3,Samba,Samba
Buraco,"Vim do Buraco mais fundo que tem. Sou canastra suja que só vale cem. No meu coração espaço eu sei que há. És o meu tesouro vem me completar. A dupla mais perfeita vai ser você e eu. No bar, na pracinha ou sentado ao luar. Coringas rondando eu sem me preocupar. Eu já ganhei o jogo que queria ganhar. É que eu sou o seu valete de 200. Você é a minha dama pra 500. Dias juntinhos só pra começar. E uma vida inteira pra se acostumar. Em 9 meses vem um Rei pra completar. No meu baralho nenhuma carta vai faltar. Nosso barraco com três cartas arriadas. Nossa trinca tá formada sem ninguém pra perturbar. É que eu sou o seu valete de 200. Você é a minha dama pra 500. Dias juntinhos só pra começar. E uma vida inteira pra se acostumar",Bom Gosto,88,3,Samba,Samba
Cara Valente,"Não, ele não vai mais dobrar. Pode até se acostumar. Ele vai viver sozinho. Desaprendeu a dividir. Foi escolher o mau-me-quer. Entre o amor de uma mulher. E as certezas do caminho. Ele não pôde se entregar. E agora vai ter de pagar com o coração. Olha lá, ele não é feliz. Sempre diz. Que é do tipo cara valente. Mas, veja só. A gente sabe. Esse humor é coisa de um rapaz. Que sem ter proteção. Foi se esconder atrás. Da cara de vilão. Então, não faz assim, rapaz. Não bota esse cartaz. A gente não cai, não. Ê! Ê!. Ele não é de nada. Oiá!!!. Essa cara amarrada. É só. Um jeito de viver na pior. Ê! Ê!. Ele não é de nada. Oiá!!!. Essa cara amarrada. É só. Um jeito de viver nesse mundo de mágoas",Bom Gosto,88,3,Samba,Samba
Mulé Boa,"(Refrão). Oba, que mulher boa, acho que é da favela, pois ela tem samba no pé (2x). A favela, tu sabe como é, tu pode até ser ruim da cabeça, mas nunca doente do pé. É lá onde mora o samba, é onde o povo sabe ser feliz, é lá que fica a escola do bamba. (Refrão). Hoje tem baile, hoje tem feira. Pode vim, pode chegar, compra o que quiser, só não marca bobeira. Vai rolar muito Jorge Ben, Fundo de Quintal, Dj Malboro, Mafuá, Simonal, pode vim, pode chamar geral.. (Refrão)",Bom Gosto,88,3,Samba,Samba
Dois Bicudos,"Eu quando vi você todo frisado. Mudei meu passo e quis andar faceiro. Pois eu julguei seres bem empregado. Ou que os parentes teus tinham dinheiro. Mas entretanto eu errei no golpe. Você no golpe também tinha errado. Você julgando que eu desse moleza. Atrás de moleza também tenho andado. Francamente em tua atitude. Cheio de pose empertigado. Pareceste bem. Cheguei até a ficar convencido. Ia tirar um bom partido. E ia ser alguém. Mas vejo agora não és o fulano. Que há muito tempo. Venho procurando. Nossas idéias são do mesmo pano. Dois bicudos não se beijam. Até a vista, eu vou andando.",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Alvorada,"Alvorada. Lá no morro que beleza. Ninguém chora não há tristeza. Ninguém sente dissabor. O sol colorindo é tão lindo. É tão lindo. E a natureza sorrindo. Tingindo, tingindo. Você também me lembra a alvorada. Quando chega iluminando. Meus caminhos tão sem vida. E o que me resta é bem pouco. Quase nada. De que ir assim vagando. Numa estrada perdida",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Peito Vazio,Nada consigo fazer. Quando a saudade aperta. Foge-me a inspiração. Sinto a alma deserta. Um vazio se faz em meu peito. E de fato eu sinto em meu peito um vazio. Me faltando as tuas carícias. As noites são longas. E eu sinto mais frio. Procuro afogar no álcool a tua lembrança. Mas noto que é ridícula a minha vingança. Vou seguir os conselhos de amigos. E garanto que não beberei nunca mais. E com o tempo esta imensa saudade. Que sinto se esvai.,Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Preconceito,"Crime, é mais que um crime. É desumanidade, essa perseguição. É o cúmulo da maldade. Se todo mundo sabe que nós nos casaremos, quer queiram, quer não. Oh, maldito preconceito. Afasta-te no ajeito, a que nada conseguirás. Por quê, recebemos dos céus a benção de Jesus, que é mensagem de paz. Nosso amor não acaba mais. Viveremos sempre em paz",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Evite Meu Amor,"Evite Meu Amor. recuse os braços meus. evitarei os beijos teus.. Culpado foi o destino. se somos dois feridos. pois preparou a trama. e entregou a cupido.. Bem vejo estais chorando. por certo chorarei.. Ferido está teu coração.. E peço-te perdão. das vezes que errei,. mas este amor evitarei...",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Corra E Olhe O Céu,"CORRA E OLHE O CÉU. Cartola / Dalmo Castello. Linda. Te sinto mais bela. Te fico na espera. Me sinto tão só. Mas o tempo que passa. Em dor maior, bem maior. Linda. No que se apresenta. O triste se ausenta. Fez-se a alegria. Corra e olhe o céu. Que o sol vem trazer. Bom dia. Ai, corra e olhe o céu. Que o sol vem trazer. Bom dia.",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Quem Me Vê Sorrindo,"Quem me vê sorrindo. Pensa que estou alegre. O meu sorriso. É por consolação. Porque sei conter. Para ninguêm ver. O pranto do meu coração. O pranto que eu verti por este amor. Talvez. Não compreendeste. E se eu disser, não crês. Depois de derramado. Ainda soluçando. Tornei-me alegre. Estou cantando. Compreendi o erro. De toda a humanidade. Uns choram por prazer. E outros com saudades. Jurei e a minha jura. Jamais eu quebrarei. E todo o pranto esconderei.",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Desfigurado,"Dizem que estou desfigurado, com razão. Estou cansado de pedir a Deus. E aos céus enfim. Um amor , onde encontrarei, Senhor!. Livrai-me desta nostalgia. Confiante ainda espero um dia. Meu coração é pobre e magoado. É infeliz como um menor abandonado. Viveu sempre nesta ilusão. Procurando um outro coração",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Não Posso Viver Sem Ela,Não posso Viver Sem Ela. Tive que contar a minha vida. A esta mulher fingida. Que me faz sofrer. Esta dor que tanto me crucía. Roubou toda a alegria. Do meu viver. Pode ser que ela ouvindo os meus ais. Volte ao lar pra viver em paz. Esta malvada nem sabe o mal que me fez. Mas não faz mal eu lhe perdoo outra vez. Meu coração vive reclamando noite e dia. Por isso eu peço que ela volte para a minha companhia,Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Alegria,Alegria. Era o que faltava em mim. Uma esperança vaga. Eu já encontrei. Pelos carinhos que me faz. Me deixa em paz. Não te quero ver. Para nunca mais. Eu sei. Que teus beijos e abraços. Tudo isso não passa. De pura hipocrisia. Já que tu não és sincera. Eu vou te abandonar. Um dia,Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Feriado Na Roça,"Quando eu soube que Maria Rosa vinha. Da cidade onde tinha ido a dias passear. Gritei contente graças ao nosso senhor. Eu pensei que meu amor não queria mais voltar. E tratei logo de enfeitar minha ""paioça"". Parei toda minha roça, lá ninguém mais trabalhou. Mandei um cabra na taberna de João Bento. Comprar encordoamento para dar aos tocador. Daí a duas ou três horas já passadas. Chegou ela acompanhada com um rapaz, uns trinta anos. E foi chegando, foi entrando, que coragem. Arrumando a bagagem, me dizendo: ""Vou voltar"". Naquela hora minha vista ficou escura. Minha mão foi à cintura e dois tiros disparei. E me encontraram com a arma fumegando. Seu doutor, rindo e chorando. Se morreram os dois, não sei",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
O Mundo é Um Moinho,"Ainda é cedo, amor. Mal começaste a conhecer a vida. Já anuncias a hora de partida. Sem saber mesmo o rumo que irás tomar. Preste atenção, querida. Embora eu saiba que estás resolvida. Em cada esquina cai um pouco tua vida. Em pouco tempo não serás mais o que és. Ouça-me bem, amor. Preste atenção o mundo é um moinho. Vai triturar teus sonhos, tão mesquinho. Vai reduzir as ilusões a pó. Preste atenção, querida. De cada amor tu herdarás só o cinismo. Quando notares estás a beira do abismo. Abismo que cavaste com teus pés",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Como é Que Eu Posso,"Como é que eu posso. Cozinhar sem banha. Sem cebola e alho. Sem vinagre e cheiro. Como é que eu posso. Ter bom paladar. Sem você deixar. A grana pros temperos. Pois fique sabendo. Que o jeijão bichado. E o arroz quebrado. Que alguém lhe vendeu. Já despejei tudinho no terreiro. Veja bem o dinheiro. Que você perdeu. Ou você acaba com essa economia. Ou então acaba-se nossa amizade. Já reclamo isso quase todo dia. Você me responde com simplicidade. É que a cebola minha filha, está soberba. O alho e o vinagre cada vez subindo mais. Peça emprestado cada dia a uma vizinha. Ou continua fazendo sempre como você faz",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
O Sol Nascerá,"A sorrir. Eu pretendo levar a vida,. Pois chorando. Eu vi a mocidade perdida.. A sorrir. Eu pretendo levar a vida,. Pois chorando. Eu vi a mocidade perdida.. Fim da a tempestade. O sol nascerá,. Fim desta saudade. Hei de ter outro alguém para amar.. A sorrir. Eu pretendo levar a vida,. Pois chorando. Eu vi a mocidade perdida.. Fim da tempestade. O sol nacerá,. Fim desta saudade. Hei de ter outro alguem para amar.. A sorrir. Eu pretendo levar a vida,. Pois chorando. Eu vi a mocidade perdida.. Levar a vida",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Sim,"Sim,. Deve haver o perdão. Para mim. Senão nem sei qual será. O meu fim. Para ter uma companheira. Até promessas fiz. Consegui um grande amor. Mas eu não fui feliz. E com raiva para os céus. Os braços levantei. Blasfemei. Hoje todos são contra mim. Todos erram neste mundo. Não há exceção. Quando voltam a realidade. Conseguem perdão. Porque é que eu Senhor. Que errei pela vez primeira. Passo tantos dissabores. E luto contra a humanidade inteira",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Ao Amanhecer,"Ao amanhecer , ao anoitecer. Cantam em bando aves fazendo verão. Ouve-se os acordes de um violão. E são eles , verdes periquitos. Têm o peito forte tal qual o granito. E são lindas as suas cancões.. Quando a tarde vai morrendo,. Ai, meu Deus. O crepúsculo vem descendo. Reúne-se o bando na rua. E cheios de harmonia. Entoam uma melodia. Que faz dancar, a própria lua",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Sala de Recepção,"Habitada por gente simples e tão pobre. Que só tem o sol que a todos cobre. Como podes, mangueira, cantar?. Pois então saiba que não desejamos mais nada. A noite, a lua prateada. Silenciosa, ouve as nossas canções. Tem lá no alto um cruzeiro. Onde fazemos nossas orações. E temos orgulho de ser os primeiros campeões. Eu digo e afirmo que a felicidade aqui mora. E as outras escolas até choram. Invejando a tua posição. Minha mangueira da sala de recepção. Aqui se abraça o inimigo. Como se fosse um irmão",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Acontece,"Esquece nosso amor vê se esquece. Porque tudo no mundo acontece. E acontece que já não sei mais amar. Vai chorar vai sofrer. E você não merece. Mas isso acontece. Acontece que meu coração ficou frio. E nosso ninho de amor está vazio. Se eu ainda pudesse fingir que te amo. Ai se eu pudesse. Mas não quero, não devo fazê-lo. Isso não acontece",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Senhora Tentação,"Senhora Tentação. Sinto abalada minha calma,. Embriagada minha alma,. Efeitos da tua sedução,. Oh! Minha romântica senhora Tentação,. Não deixes que eu venha a sucumbir,. Neste vendaval de paixão.. Jamais pensei em minha vida,. Sentir tamanha emoção,. Será que o amor por ironia,. Move esta fantasia vestida de obsessão,. A ti confesso que me apaixonei,. Será uma maldição, não sei,. Sinto abalada minha calma,. Embriagada minha alma,. Efeitos da tua sedução,. Oh! Minha romântica senhora Tentação,. Não deixes que eu venha a sucumbir,. Neste vendaval de paixão.. Jamais...",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
As Rosas Não Falam,"Bate outra vez. Com esperanças o meu coração. Pois já vai terminando o verão enfim. Volto ao jardim. Com a certeza que devo chorar. Pois bem sei que não queres voltar para mim. Queixo-me às rosas, mas que bobagem. As rosas não falam. Simplesmente as rosas exalam. O perfume que roubam de ti, ai.... Devias vir. Para ver os meus olhos tristonhos. E, quem sabe, sonhar os meus sonhos. por fim",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Fita Os Meus Olhos,Fita os meus olhos. Vê como eles falam. Vê como reparam o seu proceder. Não é preciso dizer deves compreender. E até mesmo notar só no meu olhar. Não abuses por eu te confessar. Que nascestes só para eu te amar. Gosto tanto tanto de você. Que os meus olhos falam o que não vê. Ainda há de chegar o dia. Que eu hei de ter tanta alegria. Quando você souber compreender. Num olhar o que eu quero dizer,Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Não Quero Mais Amar A Ninguém,"Não quero mais. Amar a ninguém. Não fui feliz. O destino não quis. O meu primeiro amor. Morreu como a flor. Ainda em botão. Deixando espinhos. Que dilaceram meu coração. Semente de amor. Sei que sou desde nascença. Mas sem ter vida e fulgor. Eis minha sentença. Tentei pela primeira vez um sonho vibrar. Foi beijo que nasceu. E morreu sem se chegar a dar. Às vezes dou gargalhada. Ao lembrar do passado. Nunca pensei em amor, nunca amei nem fui amado. Se julgas que estou mentindo jurar sou capaz. Foi simples sonho que passou e nada mais.",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Mangueira,"Fita os meus olhos. Vê como eles falam. Vê como reparam o seu proceder. Não é preciso dizer deve compreender. Até mesmo notar só no meu olhar. Não abuses por eu te confessar. Que nascestes só para eu te amar. Gosto tanto, tanto de você. Que os meus olhos falam o que não vê. Ainda há de chegar o dia. Que eu hei de ter grande alegria. Quando você souber compreender. Num olhar o que eu quero dizer",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Ordenes E Farei,"Ordenes e farei. Cartola. Meu amor. Minha flor. Teu olhar reluz. Inspira amor, seduz. Quando te vejo. Sinto em mim um calor (oô...). Só por ti. Sofrerei. Até condenado. À morte serei. Meu amor. Os teus olhos tão lindos da cor do luar. Os teus olhos que fazem meus olhos chorar. Escravizado para sempre serei. Estarei a teu lado. O que precisares. Ordenes, farei",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Mesma Estória,Quem me ve passar calado e triste. Não resiste. Vem me perguntar o que causou. Esta transformação. Já estou cansado de contar aquela estória. É sempre a mesma estória. Que resume-se em desilusão. Preciso andar pra não pensar. No que passou e não chorar. Viver em paz e sepultar de vez. A minha grande dor. Confiante despeço-me dos meus amigos. E da cidade. Só voltarei quando encontrar felicidade,Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Vai Amigo,"vai amigo. e diga-me por favor. que não sei o que faço que já nem sei quem sou. diga-me que terminou. toda aquela vaidade e que sinto saudade. quero amá-la com mais fervor. lembro-me bem. um dia eu lhe disse uma grande tolice e nosso lar deixei. todos tem o seu drama. só não sofre quem não ama. pra amenizar meu castigo só você poderá, amigo.",Cartola,93,2,Samba,Samba; MPB; Velha Guarda; Bossa Nova; Pop; Reggaeton
Homens de Pedra,"Meu caminho divide de nome. As terras que desço. Entretanto a paisagem. Com tantos nomes, quase a mesma. A mesma dor calada. O mesmo soluço seco. Mesma morte de coisa que não apodrece. Mas seca. Vou na mesma paisagem. Reduzida a sua pedra. A vida veste ainda. A sua mais dura pele",Chico Buarque,447,14.1,Samba,Bossa Nova; Samba; MPB; Romântico; Samba Enredo; New Age; Blues; Classic Rock; Pop/Rock; Country; Emocore; Rock Alternativo; New Wave; Disco; Funk; Clássico; Axé; Electronica
Cuidado Com A Outra,Vou abrir a porta. Mais uma vez pode entrar. É Dia das Mães. Eu resolvi lhe perdoar. Vou abrir a porta. Mais uma vez pode entrar. É Dia das Mães. Eu resolvi lhe perdoar. Deus me ensinou praticar o bem. Deus me deu essa bondade. Vou abrir a porta pra você entrar. Mas não demore. Que a outra pode lhe encontrar,Chico Buarque,447,14.1,Samba,Bossa Nova; Samba; MPB; Romântico; Samba Enredo; New Age; Blues; Classic Rock; Pop/Rock; Country; Emocore; Rock Alternativo; New Wave; Disco; Funk; Clássico; Axé; Electronica
Samba do Grande Amor,"Tinha cá pra mim. Que agora sim. Eu vivia enfim o grande amor. Mentira. Me atirei assim. De trampolim. Fui até o fim um amador. Passava um verão. A água e pão. Dava o meu quinhão pro grande amor. Mentira. Eu botava a mão. No fogo então. Com meu coração de fiador. Hoje eu tenho apenas uma pedra no meu peito. Exijo respeito, não sou mais um sonhador. Chego a mudar de calçada. Quando aparece uma flor. E dou risada do grande amor. Mentira. Fui muito fiel. Comprei anel. Botei no papel o grande amor. Mentira. Reservei hotel. Sarapatel. E lua-de-mel em Salvador. Fui rezar na Sé. Pra São José. Que eu levava fé no grande amor. Mentira. Fiz promessa até. Pra Oxumaré. De subir a pé o Redentor. Hoje eu tenho apenas uma pedra no meu peito. Exijo respeito, não sou mais um sonhador. Chego a mudar de calçada. Quando aparece uma flor. E dou risada do grande amor. Mentira. . 1982 © - Marola Edições Musicais Ltda.",Chico Buarque,447,14.1,Samba,Bossa Nova; Samba; MPB; Romântico; Samba Enredo; New Age; Blues; Classic Rock; Pop/Rock; Country; Emocore; Rock Alternativo; New Wave; Disco; Funk; Clássico; Axé; Electronica
Tipo Um Baião,"Não sei para que. Outra história de amor a essa hora. Porém você. Diz que está tipo a fim. De se jogar de cara num romance assim. Tipo para a vida inteira. E agora, eu. Não sei agora. Por quê, não sei. Por que somente você. Não sei por que. Somente agora você vem. Você vem para enfeitar minha vida. Diz que será. Tipo festa sem fim. É São João. Vejo tremeluzir. Seu vestido através. Da fogueira. É carnaval. E o seu vulto a sumir. Entre mil abadás. Na ladeira. Não sei para que. Fui cantar para você a essa hora. Logo você. Que ignora o baião. Porém você tipo me adora mesmo assim. Meio mané, por fora. E agora, eu. Não sei agora. Por quê, não sei. Por que somente você. Não sei por que. Somente agora você vem. Vem para embaralhar os meus dias. E ainda tem. Em saraus ao luar. Meu coração. Que você sem pensar. Ora brinca de inflar. Ora esmaga. Igual que nem. Fole de acordeão. Tipo assim num baião. Do Gonzaga",Chico Buarque,447,14.1,Samba,Bossa Nova; Samba; MPB; Romântico; Samba Enredo; New Age; Blues; Classic Rock; Pop/Rock; Country; Emocore; Rock Alternativo; New Wave; Disco; Funk; Clássico; Axé; Electronica
"Cala a Boca, Bárbara","Ele sabe dos caminhos. Dessa minha terra. No meu corpo se escondeu. Minhas matas percorreu. Os meus rios. Os meus braços. Ele éo o meu guerreiro. Nos colchões de terra. Nas bandeiras, bons lençóis. Nas trincheiras, quantos ais, ai. Cala a boca. Olha o fogo. Cala a boca. Olha a relva. Cala a boca, Bárbara. Cala a boca, Bárbara. Ele sabe dos segredos. Que ninguém ensina. Onde guardo o meu prazer. Em que pântanos beber. As vazantes. As correntes. Nos colchões de ferro. Ele é o meu parceiro. Nas campanhas, nos currais. Nas entranhas, quantos ais, ai. Cala a boca. Olha a noite. Cala a boca. Olha o frio. Cala a boca, Bárbara. Cala a boca, Bárbara",Chico Buarque,447,14.1,Samba,Bossa Nova; Samba; MPB; Romântico; Samba Enredo; New Age; Blues; Classic Rock; Pop/Rock; Country; Emocore; Rock Alternativo; New Wave; Disco; Funk; Clássico; Axé; Electronica
Sem Açúcar,"Intro: C Am F G. . Am Bb/A B/A E7/G#. Todo dia ele faz diferente, não sei se ele volta da rua. G6 F#7 F#/E G#m5-/7 C#7 F#m. Não sei se me traz um presente, não sei se ele fica na sua. F#m/E D7+ C#m7 F#7 Bm5-/7. Talvez ele chegue sentido, quem sabe me cobre de beijos. G7 A F/A Am Am/G F7+ E7. Ou nem me desmancha o vestido, ou nem me adivinha os desejos. Am Bb/A B/A E7/G#. Dia ímpar tem chocolate, dia par eu vivo de brisa. G6 F#7 F#/E G#m5-/7 C#7 F#m. Dia útil ele me bate, dia santo ele me alisa. F#m/E D7+ C#m7 F#7 Bm5-/7. Longe dele eu tremo de amor, na presença dele me calo. G7 A F/A Am Am/G F7+ E7. Eu de dia sou sua flor, eu de noite sou seu cavalo. Am Bb/A B/A E7/G#. A cerveja dele é sagrada, a vontade dele é a mais justa. G6 F#7 F#/E B/D# G#m5-/7 C#7 F#m. A minha paixão é piada, sua risada me assusta. F#m/E D7+ C#m7 F#7 Bm5-/7. Sua boca é um cadeado e meu corpo é uma fogueira. G7 A F/A Am Am/G F7+ E7. Enquanto ele dorme pesado eu rolo sozinha na esteira. F/A Am Am/G F7+ E7. E nem me adivinha os desejos. F/A Am Am/G F7+ E7. Eu de noite sou seu cavalo. F/A Am Am/G F7+ E7.",Chico Buarque,447,14.1,Samba,Bossa Nova; Samba; MPB; Romântico; Samba Enredo; New Age; Blues; Classic Rock; Pop/Rock; Country; Emocore; Rock Alternativo; New Wave; Disco; Funk; Clássico; Axé; Electronica
